Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
Bulgary 48082 Colorado Oceania 1 Sport Skiing 955309 - - 
Britain 2358035 Honkong Oceania 1 Sport Skiing 681305 - - 
Germany 8197706 Colorado Africa 0 Beach Autumn 7 6 7 
Australia 2784740 Sochi NorthAmerica 1 Excursion 36 Nature - - 
China 6515265 Humburg Europe 1 Excursion 92 Art - - 
Belarus 2926361 Odessa SouthAmerica 1 Beach Winter 40 11 693 
Bulgary 7886254 Minsk Africa 0 Excursion 18 Nature - - 
Bulgary 7289626 Sochi Europe 1 Beach Summer -14 0 665 
Georgia 4055845 Honkong Oceania 0 Sport Climb 500308 - - 
USA 3441315 Odessa SouthAmerica 0 Sport Surfing 220398 - - 
Britain 5287649 Sochi Antarctica 1 Beach Spring 5 5 141 
Georgia 608643 Belgorod Africa 1 Beach Summer 31 2 624 
Bulgary 7217992 Moscow Africa 1 Excursion 48 Art - - 
Germany 5694146 London NorthAmerica 0 Excursion 54 Art - - 
Georgia 7948390 Sochi Europe 1 Beach Summer 3 16 632 
Australia 2385176 Belgorod Europe 1 Beach Summer 26 17 256 
China 8240865 Humburg Asia 1 Beach Winter 26 22 508 
China 57187 Zavolzhye SouthAmerica 0 Beach Winter 27 5 493 
Britain 5746467 London SouthAmerica 1 Sport Climb 874193 - - 
USA 9249175 Chelyabinsk SouthAmerica 0 Excursion 42 History - - 
USA 917689 Moscow Africa 0 Beach Autumn -20 21 663 
Belarus 1119650 Colorado SouthAmerica 1 Sport Surfing 793199 - - 
China 556131 Honkong SouthAmerica 0 Beach Spring 2 15 134 
Germany 6858759 London Asia 1 Sport Skiing 682919 - - 
China 1015146 Minsk Oceania 1 Excursion 29 History - - 
Australia 2064623 Colorado SouthAmerica 0 Beach Summer -27 25 228 
Ukraine 5972773 Odessa Africa 0 Beach Winter 37 0 465 
Russia 1686940 Seul Asia 1 Beach Winter -11 23 253 
Ukraine 2278243 Zavolzhye Antarctica 1 Sport Skiing 205147 - - 
Belarus 6506320 Honkong NorthAmerica 1 Excursion 74 Art - - 
Russia 7632444 Minsk SouthAmerica 1 Beach Summer -22 27 11 
Japan 373093 Moscow Asia 0 Sport Skiing 409322 - - 
Russia 2870649 London Africa 0 Sport Climb 228066 - - 
China 3842188 Zavolzhye NorthAmerica 0 Sport Skiing 670830 - - 
USA 8858067 Belgorod Africa 0 Sport Climb 752133 - - 
Russia 6271141 Moscow Antarctica 0 Excursion 37 History - - 
Bulgary 451013 London Europe 0 Sport Surfing 578565 - - 
Germany 5500783 Moscow Europe 1 Beach Spring -10 5 365 
Britain 108758 Moscow Asia 1 Beach Winter -30 27 221 
Russia 9789663 Odessa Antarctica 0 Beach Autumn 14 5 344 
Georgia 3306778 Chelyabinsk Africa 1 Excursion 89 History - - 
China 1827947 Humburg Antarctica 0 Sport Skiing 158310 - - 
Ukraine 8238461 Moscow SouthAmerica 0 Excursion 35 Art - - 
Ukraine 2375018 Honkong NorthAmerica 1 Excursion 57 History - - 
USA 9181054 London SouthAmerica 0 Beach Autumn 3 27 589 
Japan 6532853 Odessa Europe 1 Excursion 16 History - - 
Belarus 152956 Sochi Africa 1 Beach Summer 20 20 674 
Japan 9043065 Minsk Antarctica 1 Beach Spring 25 18 96 
USA 9978722 Sochi Europe 1 Sport Surfing 246719 - - 
USA 9041448 Minsk SouthAmerica 0 Excursion 44 History - - 
USA 2555584 London Oceania 0 Beach Autumn -2 28 174 
Australia 4221170 Sochi Antarctica 0 Excursion 33 Art - - 
Bulgary 4111047 Belgorod Europe 0 Sport Climb 207808 - - 
Japan 1391068 London Antarctica 1 Sport Surfing 228660 - - 
Russia 205644 Zavolzhye Oceania 0 Beach Winter -13 14 563 
Japan 489091 Belgorod Africa 0 Beach Spring 2 4 76 
Australia 785724 Chelyabinsk NorthAmerica 1 Sport Skiing 121025 - - 
USA 9289631 Zavolzhye Oceania 1 Excursion 87 Art - - 
Germany 4977015 Humburg Antarctica 0 Excursion 1 Art - - 
Japan 2548563 Honkong SouthAmerica 0 Beach Winter -25 16 509 
China 1616220 Seul Africa 1 Excursion 4 History - - 
Britain 9788619 Zavolzhye Africa 0 Beach Summer 15 20 592 
Germany 1361697 Belgorod Oceania 1 Beach Summer -19 20 184 
Germany 5389564 Honkong SouthAmerica 0 Excursion 6 Art - - 
China 6833340 Humburg Antarctica 1 Excursion 18 Art - - 
Britain 7302880 Honkong Oceania 1 Excursion 25 Art - - 
Britain 7836005 Humburg SouthAmerica 0 Beach Autumn -21 5 526 
China 9824454 Seul Antarctica 0 Excursion 31 Nature - - 
Germany 7417 Colorado NorthAmerica 1 Excursion 27 Art - - 
Belarus 2499472 Honkong Oceania 0 Sport Climb 953754 - - 
Germany 948392 Humburg NorthAmerica 1 Excursion 52 Art - - 
Australia 4115616 London Africa 0 Sport Skiing 360791 - - 
Georgia 9256382 Humburg Africa 0 Excursion 63 Art - - 
Britain 593827 Belgorod Europe 0 Beach Winter 22 29 340 
Georgia 4238815 Odessa Asia 1 Excursion 94 Nature - - 
Japan 9930444 Minsk SouthAmerica 0 Excursion 64 Art - - 
Georgia 4473195 Humburg SouthAmerica 1 Excursion 88 History - - 
Georgia 4406025 Honkong SouthAmerica 0 Sport Skiing 710283 - - 
Georgia 4991146 Humburg SouthAmerica 1 Excursion 0 Nature - - 
Britain 1839489 Colorado NorthAmerica 1 Excursion 62 History - - 
Ukraine 7938049 Zavolzhye Asia 1 Beach Autumn 25 5 552 
USA 690427 Moscow Africa 0 Beach Winter -13 28 648 
Georgia 6582097 Chelyabinsk Oceania 1 Excursion 35 History - - 
Bulgary 4383769 Minsk Oceania 1 Sport Surfing 199000 - - 
Belarus 1917156 Sochi Europe 0 Beach Winter -30 10 34 
Georgia 9400636 Odessa Antarctica 0 Excursion 1 Art - - 
Russia 2270485 Colorado Antarctica 0 Sport Skiing 976040 - - 
Russia 6276145 Odessa SouthAmerica 0 Excursion 50 History - - 
Russia 9016863 Honkong Antarctica 0 Excursion 28 Art - - 
Germany 6321674 Humburg Europe 1 Beach Autumn 36 30 616 
Belarus 7999583 Minsk Asia 1 Beach Spring 2 10 232 
Britain 3397058 Sochi SouthAmerica 0 Sport Skiing 682462 - - 
Bulgary 4930971 Honkong SouthAmerica 1 Excursion 78 History - - 
Japan 4155404 Odessa Africa 1 Sport Surfing 105753 - - 
Ukraine 1847747 Moscow NorthAmerica 0 Beach Spring 17 7 486 
China 2722406 Odessa NorthAmerica 0 Excursion 67 History - - 
Germany 5364652 Sochi Antarctica 1 Excursion 88 Nature - - 
USA 7174567 Seul Oceania 1 Sport Climb 762103 - - 
China 8578654 Colorado Africa 1 Beach Summer 1 27 252 
Ukraine 8482862 London Asia 1 Beach Spring 32 6 640 
Germany 6351796 Chelyabinsk Asia 1 Sport Surfing 337132 - - 
USA 5155353 Zavolzhye SouthAmerica 1 Excursion 75 Nature - - 
Georgia 9154651 Humburg Africa 1 Sport Climb 805009 - - 
Georgia 3168638 Humburg Africa 1 Beach Winter -19 11 482 
Belarus 2103040 Moscow Antarctica 0 Beach Spring -25 16 630 
Ukraine 2964827 Chelyabinsk NorthAmerica 1 Beach Autumn 35 26 706 
Germany 5845603 Belgorod Antarctica 1 Beach Spring 1 13 700 
Britain 7551020 Sochi Africa 0 Excursion 20 Nature - - 
Georgia 9391206 Humburg Europe 0 Excursion 52 History - - 
Britain 159170 Humburg NorthAmerica 1 Beach Summer -24 7 289 
USA 9615395 Humburg Europe 0 Beach Winter -6 4 610 
Georgia 5804249 Moscow Asia 0 Excursion 23 Art - - 
Belarus 9258087 Humburg Oceania 1 Sport Surfing 571381 - - 
USA 4452698 Odessa NorthAmerica 0 Excursion 93 Nature - - 
Australia 4327164 Colorado Antarctica 1 Excursion 77 History - - 
Germany 8200207 Humburg Europe 1 Beach Autumn 29 26 709 
Australia 8191130 Honkong Europe 1 Sport Skiing 145258 - - 
Australia 1123706 Moscow Oceania 1 Sport Surfing 585634 - - 
Germany 2279049 Odessa Europe 1 Beach Autumn -2 25 432 
Russia 2824382 Honkong Asia 0 Sport Surfing 567419 - - 
Russia 3470477 Honkong Oceania 1 Sport Skiing 959111 - - 
Ukraine 2535120 Seul Asia 1 Excursion 68 Nature - - 
Australia 1472958 Humburg Europe 1 Excursion 10 History - - 
Japan 4253206 Seul Africa 1 Beach Winter -14 3 164 
Britain 772344 Moscow Africa 1 Beach Winter -21 19 543 
USA 5337880 Belgorod Asia 0 Excursion 100 Art - - 
Ukraine 2131627 Belgorod Asia 0 Sport Surfing 395570 - - 
Belarus 961727 Moscow Europe 0 Excursion 52 History - - 
USA 4659240 Zavolzhye Asia 1 Excursion 49 Nature - - 
Ukraine 8547733 Sochi Oceania 0 Excursion 60 History - - 
Georgia 8389312 Belgorod Oceania 1 Beach Summer 18 7 127 
Japan 2923259 Honkong Oceania 0 Sport Surfing 333346 - - 
Japan 5307220 Honkong Asia 0 Excursion 67 History - - 
USA 4042747 Colorado Asia 1 Excursion 38 Art - - 
Georgia 4751770 Belgorod Africa 0 Beach Spring -15 20 73 
Russia 6361396 Humburg Oceania 1 Excursion 8 History - - 
Australia 9428722 Belgorod Europe 1 Sport Climb 119427 - - 
Russia 2238777 Belgorod SouthAmerica 0 Beach Autumn 11 0 522 
Ukraine 7706573 Seul Europe 1 Excursion 36 History - - 
Japan 6840184 London NorthAmerica 0 Beach Summer -8 0 53 
Bulgary 9297740 Honkong Africa 0 Excursion 38 History - - 
Britain 7437695 Belgorod SouthAmerica 0 Sport Surfing 380282 - - 
Ukraine 5088560 Sochi Oceania 1 Beach Autumn 3 10 215 
Russia 9453576 London Africa 0 Sport Surfing 367823 - - 
Georgia 8952759 London NorthAmerica 0 Sport Skiing 3787 - - 
Belarus 7302241 Seul Asia 1 Sport Climb 90589 - - 
Germany 1692479 Zavolzhye NorthAmerica 1 Sport Skiing 893335 - - 
USA 3907512 Belgorod Africa 0 Beach Summer -16 29 510 
Georgia 7504037 London Antarctica 0 Excursion 17 Nature - - 
Russia 8836685 Colorado Antarctica 1 Excursion 28 Art - - 
Australia 2376662 Colorado Europe 1 Excursion 69 Art - - 
Germany 2189572 Minsk Asia 1 Beach Winter -15 3 398 
Russia 3778619 Chelyabinsk SouthAmerica 0 Excursion 100 History - - 
Belarus 360717 Seul Africa 1 Sport Surfing 350974 - - 
Australia 5910348 Seul Europe 0 Excursion 89 Art - - 
Bulgary 100062 Seul SouthAmerica 0 Excursion 10 History - - 
Australia 7013314 Sochi SouthAmerica 1 Sport Skiing 878363 - - 
Belarus 8011037 Minsk SouthAmerica 1 Excursion 40 History - - 
Bulgary 7951555 Moscow Africa 1 Excursion 46 Nature - - 
China 9298665 Chelyabinsk Oceania 1 Beach Spring 8 15 603 
Belarus 2764002 Humburg Asia 1 Sport Surfing 474595 - - 
Belarus 4773099 Sochi SouthAmerica 1 Sport Climb 588426 - - 
Australia 5901445 Chelyabinsk Europe 0 Sport Skiing 75109 - - 
Bulgary 3538213 Moscow SouthAmerica 0 Beach Spring -9 26 333 
Australia 7897168 Odessa Oceania 0 Beach Summer 6 22 4 
China 42000 Honkong SouthAmerica 1 Beach Summer 38 15 247 
Ukraine 9391597 Sochi Europe 0 Sport Climb 421926 - - 
Australia 7275313 Odessa Oceania 0 Sport Surfing 172092 - - 
Japan 4021010 Chelyabinsk Antarctica 0 Beach Autumn 16 4 629 
Ukraine 9046834 Humburg Oceania 0 Excursion 75 History - - 
USA 1765598 Honkong Asia 1 Beach Spring -14 4 638 
Britain 3980388 Belgorod NorthAmerica 1 Sport Climb 787620 - - 
Britain 6306741 Chelyabinsk SouthAmerica 1 Sport Skiing 29799 - - 
Russia 4364330 Zavolzhye Oceania 1 Sport Climb 803487 - - 
Russia 9136040 Moscow Antarctica 0 Sport Climb 664410 - - 
Russia 3072955 Humburg Antarctica 1 Beach Autumn -14 28 423 
China 4569629 Minsk SouthAmerica 1 Beach Winter -18 6 370 
Ukraine 3983287 Chelyabinsk Antarctica 1 Excursion 17 Nature - - 
Britain 903193 Honkong Oceania 1 Excursion 47 History - - 
Russia 2128476 Minsk Oceania 1 Beach Summer -4 24 516 
China 7615007 Humburg SouthAmerica 0 Sport Surfing 369807 - - 
Japan 4399494 Belgorod Asia 1 Excursion 47 History - - 
Ukraine 1223293 Odessa Asia 1 Sport Climb 497278 - - 
USA 9980490 Belgorod Asia 0 Excursion 30 Nature - - 
Japan 2690585 Odessa Antarctica 1 Beach Winter 3 21 20 
Belarus 8477208 Moscow Europe 0 Beach Autumn 39 14 286 
China 7873817 Colorado Oceania 1 Beach Winter 27 8 442 
Bulgary 2222744 Sochi Asia 0 Excursion 9 Art - - 
Japan 7472126 Belgorod Europe 1 Excursion 79 History - - 
Ukraine 4988460 Moscow NorthAmerica 0 Beach Spring -12 24 480 
China 6004458 Seul NorthAmerica 1 Excursion 96 History - - 
Belarus 374287 Humburg Africa 1 Excursion 69 Nature - - 
USA 8924894 Honkong Europe 1 Beach Spring 7 19 178 
Georgia 9758289 Seul Europe 0 Sport Climb 363592 - - 
Japan 7478839 Honkong Africa 1 Sport Climb 21632 - - 
Britain 1064116 Moscow Africa 0 Excursion 85 Nature - - 
Ukraine 7552607 Chelyabinsk NorthAmerica 0 Excursion 7 History - - 
Russia 7353027 Sochi Antarctica 0 Excursion 28 Art - - 
USA 3179455 Odessa Africa 1 Sport Surfing 659694 - - 
Germany 7840929 Odessa SouthAmerica 1 Sport Climb 87437 - - 
Georgia 6642210 Seul Africa 1 Sport Climb 349234 - - 
Japan 4630095 Seul Oceania 1 Beach Summer -15 30 505 
Japan 2820776 Honkong NorthAmerica 1 Excursion 41 Art - - 
Bulgary 79395 Chelyabinsk Africa 0 Excursion 6 Art - - 
Russia 1886085 Belgorod Oceania 0 Beach Spring 25 21 475 
Georgia 9093339 Zavolzhye Antarctica 1 Sport Skiing 290220 - - 
Russia 4793654 Sochi NorthAmerica 0 Sport Skiing 24593 - - 
Ukraine 658930 Humburg Europe 1 Sport Surfing 290430 - - 
China 1495772 Belgorod Africa 0 Excursion 65 Nature - - 
Bulgary 8703094 London NorthAmerica 1 Beach Winter 23 22 411 
Belarus 1935138 London Oceania 0 Sport Surfing 775997 - - 
Russia 1270789 Sochi NorthAmerica 0 Beach Summer 40 0 260 
Germany 2529039 Honkong SouthAmerica 0 Beach Winter -28 13 454 
Japan 5733806 Moscow NorthAmerica 0 Beach Autumn 38 16 35 
Bulgary 4680958 Honkong NorthAmerica 0 Sport Climb 809082 - - 
Ukraine 5574041 Honkong Europe 0 Excursion 22 Art - - 
Bulgary 6902114 Humburg NorthAmerica 0 Sport Climb 507218 - - 
Russia 4003866 Seul Oceania 0 Excursion 44 Nature - - 
Japan 8924066 Chelyabinsk Asia 0 Sport Surfing 565210 - - 
Georgia 9247957 Colorado SouthAmerica 0 Excursion 91 Nature - - 
China 9650070 Chelyabinsk Africa 1 Sport Skiing 357237 - - 
Japan 3048001 Colorado Asia 1 Beach Autumn 8 26 349 
Ukraine 3999518 London SouthAmerica 1 Beach Autumn 14 25 690 
USA 3921460 Minsk Europe 1 Sport Surfing 463713 - - 
China 1813068 Moscow NorthAmerica 0 Beach Winter -29 23 58 
USA 3730355 Moscow SouthAmerica 1 Beach Winter 38 3 383 
Japan 3648897 Sochi NorthAmerica 0 Beach Winter 4 28 406 
Ukraine 6609540 Odessa NorthAmerica 0 Beach Summer 16 26 161 
Bulgary 2895090 Honkong NorthAmerica 0 Beach Spring 28 9 471 
Ukraine 7853733 Moscow Europe 0 Beach Winter -22 17 363 
Germany 1945149 Moscow Europe 0 Beach Winter 7 1 544 
Belarus 7603811 Minsk Europe 1 Sport Climb 283952 - - 
Belarus 5799112 Minsk Antarctica 1 Sport Surfing 892938 - - 
Belarus 1972167 Minsk Africa 1 Beach Winter -17 30 423 
Georgia 888195 Belgorod Europe 0 Excursion 50 Art - - 
Germany 8015945 Zavolzhye SouthAmerica 0 Excursion 25 Nature - - 
Australia 3631138 Chelyabinsk Asia 1 Sport Surfing 660348 - - 
China 7007714 Colorado Oceania 1 Beach Summer 40 27 470 
Australia 522463 Minsk Antarctica 0 Excursion 88 History - - 
China 5234324 Seul Europe 1 Beach Autumn -9 15 244 
USA 920914 Odessa Africa 1 Beach Autumn -6 0 709 
Russia 3952450 Odessa Africa 0 Sport Climb 701436 - - 
Bulgary 8099550 Sochi Asia 1 Sport Climb 948416 - - 
Bulgary 7391048 Colorado Oceania 1 Beach Winter 21 13 663 
Bulgary 62091 Zavolzhye NorthAmerica 1 Beach Spring 39 29 119 
Ukraine 7418732 Moscow Antarctica 0 Excursion 41 History - - 
USA 3900541 Honkong Antarctica 1 Beach Summer 16 28 266 
Georgia 3204966 Belgorod NorthAmerica 1 Sport Skiing 219644 - - 
Japan 3709637 Odessa Asia 0 Sport Surfing 701632 - - 
Russia 7637880 Chelyabinsk Antarctica 0 Sport Surfing 295547 - - 
Bulgary 73229 Chelyabinsk NorthAmerica 0 Excursion 63 History - - 
Britain 3839274 Minsk Africa 0 Sport Skiing 227485 - - 
China 1989412 Minsk Oceania 1 Excursion 14 History - - 
Japan 352041 Seul Europe 1 Sport Skiing 507879 - - 
Britain 6436031 Zavolzhye Oceania 0 Excursion 72 Nature - - 
Belarus 8495238 Humburg Asia 1 Sport Climb 542337 - - 
Australia 6314657 Moscow Asia 0 Sport Climb 595029 - - 
Germany 8928249 London Africa 0 Beach Spring 40 2 23 
Bulgary 4356847 Moscow Antarctica 1 Sport Surfing 416673 - - 
Russia 1566424 Chelyabinsk SouthAmerica 1 Excursion 73 Nature - - 
China 9453284 Moscow Antarctica 0 Beach Winter -14 7 622 
Ukraine 9130066 Seul SouthAmerica 0 Excursion 85 Nature - - 
Japan 9515486 London Africa 0 Beach Summer -23 7 91 
Australia 6050283 Colorado Antarctica 0 Beach Spring -4 9 637 
Georgia 4273261 Belgorod Oceania 0 Beach Winter 19 25 505 
Australia 2966371 London Africa 0 Sport Climb 947447 - - 
China 8700467 Sochi Asia 0 Beach Autumn 31 21 186 
Britain 619739 Honkong SouthAmerica 1 Sport Climb 965947 - - 
USA 6952579 Moscow NorthAmerica 0 Excursion 18 Art - - 
Belarus 3985120 Seul Europe 0 Beach Spring -26 23 501 
Britain 994569 London Africa 0 Beach Autumn 3 14 532 
Ukraine 4019669 Humburg NorthAmerica 1 Sport Climb 241640 - - 
Ukraine 5270976 Belgorod Asia 0 Sport Skiing 106501 - - 
Belarus 5899608 Honkong Africa 1 Sport Surfing 579013 - - 
Bulgary 1360474 Odessa Oceania 1 Excursion 50 Nature - - 
China 7688073 Seul Africa 1 Beach Summer -3 27 623 
Germany 6602891 Odessa NorthAmerica 1 Sport Skiing 875835 - - 
Australia 6089069 Chelyabinsk SouthAmerica 1 Excursion 91 Nature - - 
China 7905595 Zavolzhye SouthAmerica 1 Sport Skiing 650890 - - 
Japan 7103476 Odessa Europe 1 Excursion 77 Art - - 
Georgia 4690968 Belgorod Europe 0 Sport Climb 230617 - - 
Australia 5448572 Zavolzhye SouthAmerica 0 Sport Surfing 227517 - - 
Australia 7439531 Minsk SouthAmerica 0 Excursion 31 Nature - - 
Belarus 9052190 Honkong SouthAmerica 1 Sport Climb 750713 - - 
Germany 8016751 Zavolzhye Asia 1 Beach Spring 6 17 507 
Germany 3252869 Odessa Antarctica 0 Sport Surfing 875087 - - 
Germany 1736354 Humburg NorthAmerica 1 Sport Climb 880286 - - 
Britain 3915751 Minsk Africa 0 Excursion 97 Art - - 
Australia 6180517 Honkong Antarctica 0 Excursion 49 Nature - - 
Britain 9203518 Belgorod Antarctica 0 Sport Skiing 402986 - - 
Australia 6899944 London Antarctica 0 Excursion 98 Art - - 
Australia 2814776 London Europe 0 Sport Skiing 881475 - - 
Britain 1126960 Odessa Antarctica 1 Excursion 0 Art - - 
Australia 2121870 Chelyabinsk Asia 0 Excursion 50 History - - 
Bulgary 851296 Moscow Oceania 0 Beach Winter -22 2 497 
Russia 343003 Belgorod Antarctica 1 Beach Autumn 36 28 60 
Ukraine 7898272 Belgorod Africa 1 Beach Winter 20 5 651 
Russia 7962665 Zavolzhye SouthAmerica 1 Beach Spring 2 26 613 
Ukraine 1880440 Zavolzhye Africa 0 Excursion 85 History - - 
USA 7289250 Honkong Oceania 0 Beach Winter 30 11 179 
Bulgary 6531479 Chelyabinsk Europe 0 Excursion 85 Art - - 
China 7011301 Honkong Africa 0 Beach Spring -27 27 622 
Britain 3934435 Seul NorthAmerica 1 Beach Summer 6 22 681 
Georgia 4412311 London Oceania 1 Sport Climb 666457 - - 
Belarus 6756431 Minsk Asia 0 Beach Winter 15 23 707 
USA 7837539 Zavolzhye Oceania 0 Excursion 99 History - - 
Russia 4138019 Colorado Oceania 1 Excursion 82 Art - - 
Belarus 9329798 Colorado Africa 0 Excursion 21 History - - 
China 4689859 Sochi NorthAmerica 0 Sport Surfing 91429 - - 
Belarus 5953908 London NorthAmerica 0 Sport Surfing 52026 - - 
Georgia 5523169 Chelyabinsk SouthAmerica 0 Sport Surfing 305365 - - 
China 9676614 London NorthAmerica 0 Excursion 35 Nature - - 
China 6475318 Colorado Africa 1 Beach Winter -5 30 437 
Germany 6020168 Zavolzhye Antarctica 1 Beach Autumn -26 5 358 
Belarus 85533 Belgorod Asia 0 Sport Surfing 523468 - - 
Russia 2589266 London Europe 1 Beach Summer 5 19 322 
Ukraine 2456289 Humburg Antarctica 0 Excursion 21 Nature - - 
Australia 4074315 Belgorod Asia 0 Beach Autumn -2 17 656 
Australia 1378453 London SouthAmerica 0 Sport Surfing 80197 - - 
China 4666318 Sochi Asia 0 Sport Surfing 224020 - - 
Germany 1367988 Minsk Europe 0 Sport Climb 73838 - - 
Russia 9347131 Sochi Antarctica 1 Beach Summer 23 15 191 
Georgia 8712164 Zavolzhye NorthAmerica 0 Sport Surfing 483405 - - 
China 2516228 Colorado SouthAmerica 0 Sport Climb 625892 - - 
Germany 2598660 Seul Antarctica 0 Excursion 38 Art - - 
Japan 7392738 Chelyabinsk NorthAmerica 1 Sport Surfing 717967 - - 
Germany 4730978 Zavolzhye SouthAmerica 0 Sport Skiing 609272 - - 
Britain 5630308 Sochi Asia 1 Sport Climb 915732 - - 
Germany 2488358 Colorado Antarctica 0 Beach Summer -1 30 532 
Australia 1374766 Sochi Oceania 1 Sport Surfing 40515 - - 
Australia 3512261 Chelyabinsk Antarctica 1 Beach Autumn -30 28 314 
Britain 5424011 Minsk NorthAmerica 0 Sport Surfing 694788 - - 
Belarus 940916 Colorado Asia 0 Excursion 16 Art - - 
Australia 3157345 London Asia 0 Beach Spring -16 23 713 
Japan 2993516 Zavolzhye Africa 0 Excursion 82 Art - - 
China 2618674 Odessa Antarctica 0 Sport Surfing 624740 - - 
Russia 2136632 Minsk Oceania 0 Sport Surfing 343403 - - 
Georgia 6860313 Minsk SouthAmerica 1 Excursion 7 Nature - - 
Ukraine 1450896 Seul Africa 1 Excursion 22 Art - - 
Germany 3719372 Seul Oceania 1 Excursion 43 Art - - 
Russia 6599808 Colorado Africa 0 Sport Surfing 978736 - - 
Bulgary 8905446 Belgorod SouthAmerica 0 Excursion 9 History - - 
China 2704216 Chelyabinsk Oceania 0 Excursion 93 Art - - 
Russia 21055 London Europe 1 Excursion 41 History - - 
Bulgary 6204016 Honkong SouthAmerica 0 Sport Surfing 354415 - - 
Belarus 4140511 Belgorod NorthAmerica 1 Beach Winter -1 15 435 
Georgia 6709658 Humburg Asia 1 Sport Climb 10665 - - 
Ukraine 5335984 London Antarctica 0 Beach Spring 1 29 269 
Russia 1324704 London NorthAmerica 0 Excursion 70 History - - 
Russia 1316513 Seul Europe 0 Sport Surfing 384136 - - 
Australia 7211543 Humburg Oceania 0 Excursion 7 Art - - 
USA 2501593 Humburg SouthAmerica 0 Beach Autumn -3 8 96 
Germany 7829332 Honkong NorthAmerica 0 Excursion 24 History - - 
Germany 149037 Moscow Antarctica 0 Excursion 83 History - - 
Russia 2761377 Honkong Oceania 0 Beach Winter -10 12 439 
Russia 2179137 Honkong Oceania 1 Sport Surfing 487393 - - 
USA 6122554 Colorado Africa 1 Beach Winter 34 24 134 
Ukraine 9761628 Colorado Asia 0 Sport Climb 169096 - - 
Russia 7074519 Moscow Oceania 0 Excursion 15 Nature - - 
Britain 8889044 Belgorod NorthAmerica 1 Beach Summer -27 30 617 
China 7837804 Sochi NorthAmerica 1 Beach Winter 36 12 628 
Russia 3484199 London Europe 0 Sport Climb 948206 - - 
Georgia 486137 Odessa Antarctica 1 Excursion 49 History - - 
Germany 8091670 Colorado NorthAmerica 1 Beach Spring 30 25 512 
Ukraine 5349004 Colorado Africa 1 Sport Skiing 587347 - - 
Australia 6409683 Minsk Africa 0 Sport Climb 488441 - - 
Ukraine 9538273 Humburg NorthAmerica 0 Excursion 8 Nature - - 
Australia 422450 Odessa NorthAmerica 1 Beach Autumn -15 0 224 
Bulgary 3776153 Seul Africa 0 Sport Climb 731291 - - 
Georgia 9409335 Odessa Oceania 1 Excursion 36 History - - 
China 5369702 Chelyabinsk NorthAmerica 0 Beach Winter -24 19 261 
Germany 6251521 Odessa Antarctica 1 Beach Spring 25 9 258 
Germany 6970737 Belgorod SouthAmerica 1 Sport Climb 652392 - - 
Germany 5615751 London Europe 0 Sport Skiing 203835 - - 
Germany 6967606 Zavolzhye Europe 1 Beach Winter -29 26 402 
Russia 4656819 Honkong NorthAmerica 0 Beach Autumn 35 10 123 
USA 177956 Belgorod Europe 1 Sport Surfing 993597 - - 
Ukraine 4567598 Seul Europe 0 Sport Climb 138893 - - 
Japan 6735167 Chelyabinsk Africa 1 Excursion 58 Nature - - 
Australia 5483393 Honkong Africa 1 Excursion 17 Nature - - 
Russia 8987099 Moscow NorthAmerica 1 Sport Skiing 248054 - - 
Belarus 3319434 Colorado NorthAmerica 1 Sport Climb 414271 - - 
Germany 2509457 Chelyabinsk NorthAmerica 1 Beach Summer 10 15 556 
Bulgary 7583447 Honkong Oceania 1 Beach Summer -28 12 656 
China 1589210 Colorado Europe 0 Sport Surfing 774099 - - 
Japan 7676991 Colorado Oceania 0 Excursion 64 Art - - 
Germany 6915957 London SouthAmerica 0 Excursion 45 Nature - - 
USA 4648114 Moscow Africa 1 Beach Autumn 27 1 621 
Japan 6918783 Zavolzhye Africa 1 Beach Winter 5 30 454 
Germany 1118238 Honkong SouthAmerica 1 Excursion 54 History - - 
Australia 1616472 Humburg Asia 0 Excursion 25 Nature - - 
China 1564060 London Oceania 0 Beach Spring -25 2 0 
Britain 2108751 London Antarctica 0 Excursion 37 Art - - 
USA 1827123 Moscow Europe 0 Excursion 56 Nature - - 
Germany 235392 London Antarctica 0 Excursion 26 Art - - 
Ukraine 5923068 Colorado Africa 1 Beach Summer -28 29 167 
Australia 6858254 Zavolzhye Oceania 1 Sport Skiing 812108 - - 
Georgia 4704096 Colorado Asia 0 Sport Skiing 799353 - - 
Japan 1869193 Odessa Africa 1 Sport Climb 112081 - - 
Germany 7582932 Colorado Oceania 0 Beach Summer -10 3 454 
Ukraine 9944563 Minsk SouthAmerica 0 Sport Climb 65761 - - 
Georgia 2725548 Odessa Antarctica 1 Beach Autumn 6 8 386 
Bulgary 6615335 Honkong Antarctica 0 Excursion 94 Art - - 
Belarus 7932675 Odessa SouthAmerica 1 Excursion 7 Art - - 
Bulgary 1935247 Moscow Oceania 1 Beach Spring -17 4 566 
Ukraine 1652409 London Africa 1 Sport Skiing 40018 - - 
USA 32831 Zavolzhye Antarctica 0 Sport Skiing 437903 - - 
Japan 4145970 Humburg Asia 0 Excursion 85 Art - - 
Georgia 3523457 Humburg NorthAmerica 0 Excursion 92 Art - - 
Georgia 8773502 Chelyabinsk Europe 1 Sport Skiing 114718 - - 
Germany 6261943 Odessa Antarctica 0 Excursion 29 Nature - - 
