Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
Georgia 3925161 Sochi Asia 0 Excursion 18 Art - - 
Russia 8986616 Humburg Asia 1 Sport Skiing 459417 - - 
Belarus 5825827 Colorado NorthAmerica 1 Sport Skiing 307741 - - 
Ukraine 6492536 Minsk Europe 0 Beach Spring 29 20 241 
Japan 8376497 Belgorod Antarctica 1 Excursion 35 Art - - 
USA 9176761 London Antarctica 1 Sport Surfing 604075 - - 
Britain 5716504 Minsk NorthAmerica 1 Sport Climb 336824 - - 
Britain 4285961 Moscow Oceania 1 Excursion 74 Nature - - 
Australia 3987756 Zavolzhye Africa 0 Beach Summer 38 6 213 
China 2806984 Belgorod Antarctica 0 Excursion 97 Art - - 
Germany 8028495 Moscow Antarctica 1 Excursion 58 Art - - 
USA 4984941 Belgorod Asia 1 Excursion 54 Art - - 
USA 9441941 Minsk Antarctica 1 Beach Autumn -25 6 392 
Bulgary 7745716 Chelyabinsk Africa 0 Sport Climb 88393 - - 
Georgia 1656546 Chelyabinsk Africa 1 Excursion 100 History - - 
China 8969122 Colorado Oceania 0 Excursion 3 Art - - 
Georgia 6634720 Chelyabinsk Antarctica 0 Beach Winter 19 11 525 
Japan 2139870 Seul NorthAmerica 0 Sport Surfing 661737 - - 
Japan 582118 Belgorod Antarctica 1 Beach Summer 17 20 171 
Germany 6003179 Odessa NorthAmerica 1 Excursion 97 Nature - - 
Georgia 2382709 Honkong Antarctica 1 Beach Summer 30 14 85 
Bulgary 6116642 Sochi Africa 1 Sport Surfing 455968 - - 
Russia 6587723 Chelyabinsk Asia 0 Beach Spring -2 11 701 
Russia 9219008 Odessa Oceania 0 Sport Surfing 832015 - - 
Britain 9494986 Seul Europe 0 Excursion 72 Nature - - 
Ukraine 6539074 Humburg Asia 1 Beach Winter 30 25 715 
Britain 2718393 Sochi Africa 1 Beach Summer -24 27 300 
Russia 1131038 London Europe 1 Beach Spring 32 15 72 
Russia 6422276 Minsk Europe 1 Sport Climb 132554 - - 
Georgia 5713573 Zavolzhye Oceania 1 Sport Climb 414939 - - 
Georgia 3937802 Seul Antarctica 0 Sport Surfing 737431 - - 
Australia 2687761 Colorado Antarctica 0 Excursion 38 Art - - 
Bulgary 7145659 Humburg Europe 1 Beach Spring -16 14 117 
China 9710478 Colorado Antarctica 0 Sport Climb 153292 - - 
Japan 6708519 London Antarctica 0 Excursion 44 Nature - - 
Australia 2482994 Honkong Europe 0 Beach Summer 27 10 180 
USA 8433984 Moscow SouthAmerica 0 Excursion 18 Nature - - 
Ukraine 6770058 Colorado Oceania 1 Excursion 39 History - - 
Britain 5062106 London Africa 0 Beach Autumn -17 9 249 
Bulgary 1906066 Humburg Antarctica 1 Beach Autumn 27 22 626 
Russia 5416481 Belgorod Europe 1 Excursion 4 Art - - 
Bulgary 2140108 Zavolzhye Europe 1 Sport Climb 563140 - - 
Belarus 3227790 Honkong Antarctica 1 Sport Climb 665926 - - 
Belarus 5923077 Minsk Europe 0 Sport Surfing 617229 - - 
Belarus 8575675 Seul SouthAmerica 0 Excursion 6 History - - 
Ukraine 3999696 Moscow Oceania 0 Sport Skiing 717615 - - 
Japan 5065738 Belgorod Antarctica 0 Excursion 31 Nature - - 
USA 4551841 Moscow Africa 1 Beach Autumn 20 2 553 
Australia 5482218 Moscow Asia 1 Sport Skiing 385076 - - 
Belarus 3752892 Minsk Europe 0 Sport Climb 825370 - - 
Japan 1401728 Belgorod Europe 0 Sport Skiing 50979 - - 
Britain 1335931 Moscow Africa 0 Excursion 90 Art - - 
Australia 3465395 Chelyabinsk SouthAmerica 0 Beach Winter -27 30 677 
Bulgary 8336797 London SouthAmerica 1 Beach Summer 3 21 210 
Bulgary 3898422 Colorado Europe 0 Excursion 15 Nature - - 
Australia 345910 Moscow SouthAmerica 1 Beach Summer 30 22 307 
Germany 9702399 Sochi Africa 0 Sport Skiing 446335 - - 
Japan 5817807 Chelyabinsk SouthAmerica 1 Excursion 1 Nature - - 
Japan 8762720 Sochi Asia 0 Beach Winter -11 5 265 
Bulgary 4821031 Odessa NorthAmerica 0 Beach Spring 25 25 712 
USA 2942301 Odessa NorthAmerica 1 Sport Surfing 78150 - - 
Bulgary 3250455 Moscow Antarctica 0 Sport Climb 989213 - - 
Belarus 8570444 Colorado Europe 0 Excursion 21 Art - - 
Ukraine 9997463 Zavolzhye Europe 1 Excursion 50 Art - - 
Ukraine 2135574 London Oceania 0 Excursion 24 History - - 
China 2056973 Honkong SouthAmerica 1 Sport Skiing 593151 - - 
China 1472630 Zavolzhye Oceania 0 Beach Spring 4 19 44 
Russia 1319432 Zavolzhye Oceania 1 Beach Winter 14 25 445 
Britain 1264867 Sochi Antarctica 0 Beach Summer 32 18 565 
Bulgary 7593964 Humburg Antarctica 0 Excursion 84 Nature - - 
USA 9437069 Zavolzhye Europe 0 Sport Skiing 862772 - - 
Russia 550586 Moscow Oceania 1 Sport Climb 546289 - - 
Belarus 7460772 Honkong SouthAmerica 0 Sport Climb 191187 - - 
Germany 5421516 London Europe 1 Sport Skiing 405337 - - 
Britain 3462912 Sochi SouthAmerica 1 Excursion 84 History - - 
USA 2518657 Seul Oceania 0 Sport Skiing 648789 - - 
China 1987765 Seul SouthAmerica 1 Beach Autumn -19 18 683 
Germany 9107162 Belgorod SouthAmerica 0 Beach Winter -11 24 79 
Georgia 1481950 Minsk Asia 0 Beach Summer 31 19 296 
Britain 6948050 Belgorod NorthAmerica 1 Excursion 99 Nature - - 
Bulgary 139144 Minsk SouthAmerica 0 Excursion 84 Nature - - 
Russia 4176820 London Oceania 1 Excursion 86 History - - 
China 9645758 Moscow Oceania 0 Sport Climb 748009 - - 
Georgia 7690755 London Asia 1 Sport Skiing 641593 - - 
Bulgary 5285482 Honkong Africa 1 Excursion 64 History - - 
Japan 1287333 Zavolzhye Antarctica 1 Sport Skiing 36150 - - 
Georgia 6449162 London Africa 0 Excursion 14 Nature - - 
Georgia 5660469 Odessa SouthAmerica 0 Beach Autumn 17 21 361 
Georgia 2328537 Seul Antarctica 1 Sport Surfing 394974 - - 
Russia 1604249 Moscow Africa 0 Excursion 81 History - - 
China 3449308 Minsk Africa 1 Beach Winter -11 13 457 
Russia 6330782 Belgorod Antarctica 1 Beach Spring 29 20 511 
