Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
Ukraine 2217637 Moscow Africa 0 Beach Autumn 4 10 302 
Georgia 744048 Belgorod Antarctica 0 Excursion 18 Art - - 
Bulgary 2339465 Chelyabinsk Africa 1 Beach Spring 6 21 501 
Britain 3673044 Humburg Europe 0 Beach Summer -17 28 240 
Georgia 9656718 Sochi Europe 0 Beach Summer 24 8 40 
Ukraine 7233466 Honkong Europe 1 Beach Spring -21 20 329 
Japan 1165898 Zavolzhye Africa 1 Sport Climb 155485 - - 
Russia 9994940 Zavolzhye Africa 0 Sport Climb 916184 - - 
Britain 2004173 Moscow Europe 0 Excursion 93 Nature - - 
Belarus 5950590 Sochi Europe 1 Beach Summer 30 18 715 
China 7408740 Honkong Asia 1 Beach Spring -15 6 318 
Bulgary 7189556 Moscow Europe 0 Sport Skiing 78089 - - 
Japan 2460783 Sochi Europe 0 Beach Spring -2 27 377 
China 2387935 Colorado Europe 0 Excursion 69 Nature - - 
Belarus 2417453 Colorado Africa 1 Beach Winter 24 11 129 
Germany 4719863 Humburg Africa 1 Beach Autumn -2 3 337 
Russia 9030634 Seul Oceania 0 Excursion 65 Nature - - 
Belarus 1724413 Moscow Oceania 1 Beach Autumn 26 4 258 
Georgia 842505 Zavolzhye NorthAmerica 1 Beach Winter 35 25 446 
Germany 3040613 Belgorod Antarctica 0 Sport Skiing 484644 - - 
USA 2896308 Sochi Antarctica 0 Excursion 12 History - - 
Britain 3245253 Humburg NorthAmerica 0 Beach Summer 9 14 369 
Germany 6424433 Belgorod SouthAmerica 0 Beach Summer 2 17 210 
Japan 3714424 Humburg Oceania 1 Beach Summer -19 20 575 
Ukraine 6015153 Humburg Africa 0 Beach Autumn -15 7 638 
Britain 6934695 Minsk Africa 0 Sport Skiing 94638 - - 
Britain 5081477 Sochi Antarctica 0 Excursion 49 History - - 
Russia 6813691 Seul Oceania 0 Excursion 40 History - - 
Russia 2327400 Colorado Europe 1 Excursion 92 Art - - 
Australia 487704 London Asia 0 Excursion 81 Nature - - 
Belarus 5174034 Honkong SouthAmerica 1 Beach Winter 15 27 346 
Britain 1193030 Seul Europe 1 Sport Surfing 792781 - - 
Ukraine 2764218 Minsk Africa 1 Excursion 50 Art - - 
Georgia 1709043 Odessa SouthAmerica 1 Beach Summer 2 1 494 
Australia 2790852 Sochi SouthAmerica 0 Sport Surfing 637143 - - 
China 5186272 London Europe 0 Beach Autumn -21 4 387 
Japan 7754251 Sochi Africa 0 Beach Spring -21 7 103 
Belarus 4119791 Colorado NorthAmerica 1 Sport Skiing 435380 - - 
Germany 7878421 London NorthAmerica 1 Sport Surfing 706967 - - 
China 5584743 Minsk Antarctica 0 Excursion 70 History - - 
Bulgary 1868418 Chelyabinsk Asia 0 Sport Climb 137487 - - 
USA 6334734 Chelyabinsk NorthAmerica 1 Beach Winter 2 22 414 
China 4591725 London Europe 0 Excursion 26 Art - - 
Georgia 3025184 London SouthAmerica 1 Sport Skiing 406477 - - 
Bulgary 3540302 Zavolzhye Antarctica 0 Beach Summer -27 0 414 
Japan 9090411 Chelyabinsk Europe 1 Sport Surfing 375862 - - 
Georgia 5739370 Zavolzhye NorthAmerica 0 Beach Summer 36 1 147 
Russia 3868129 Minsk NorthAmerica 0 Sport Surfing 33329 - - 
Australia 7945558 Odessa Antarctica 1 Sport Surfing 732474 - - 
Britain 3047640 Odessa Europe 1 Excursion 59 Art - - 
Ukraine 2499564 Odessa SouthAmerica 1 Sport Surfing 775621 - - 
Georgia 9088626 Minsk Antarctica 1 Sport Climb 312245 - - 
Germany 2954689 Sochi Asia 0 Beach Spring -2 18 575 
Japan 3588131 Colorado SouthAmerica 0 Beach Summer 35 28 514 
Bulgary 6503304 Zavolzhye SouthAmerica 1 Beach Spring 23 20 604 
Britain 8729227 Zavolzhye NorthAmerica 0 Beach Summer -9 2 675 
Australia 2486524 Minsk Asia 0 Excursion 55 History - - 
Australia 7454969 Zavolzhye NorthAmerica 1 Sport Surfing 371094 - - 
Australia 2590337 Colorado Antarctica 0 Sport Skiing 565515 - - 
Ukraine 2832949 Belgorod Antarctica 0 Excursion 97 Nature - - 
Georgia 1414832 Minsk Asia 0 Excursion 64 History - - 
Georgia 5068051 Zavolzhye Europe 0 Excursion 33 History - - 
Russia 7942952 Moscow Oceania 0 Sport Skiing 909720 - - 
Britain 7762175 Zavolzhye Oceania 0 Excursion 90 Nature - - 
Belarus 2456002 Odessa Africa 0 Excursion 79 Art - - 
Britain 3357807 Belgorod Europe 0 Beach Winter 24 20 472 
Germany 4236408 Seul Asia 0 Beach Summer 40 30 353 
Ukraine 7916660 Honkong Africa 1 Sport Surfing 124444 - - 
Australia 2396879 Humburg Africa 0 Excursion 52 History - - 
Australia 7245707 Minsk Oceania 1 Sport Skiing 787308 - - 
Russia 7222742 Chelyabinsk Europe 1 Excursion 78 Art - - 
USA 9692362 Honkong Antarctica 1 Sport Climb 512274 - - 
Russia 4500686 Zavolzhye SouthAmerica 0 Excursion 48 History - - 
Japan 5578094 Minsk Africa 1 Excursion 56 Art - - 
Belarus 9253312 London Europe 1 Excursion 36 History - - 
Belarus 6754680 Moscow Asia 1 Excursion 62 Nature - - 
Belarus 394314 London Europe 1 Excursion 58 Nature - - 
Belarus 1638563 Minsk NorthAmerica 0 Sport Climb 488326 - - 
China 5958079 Chelyabinsk SouthAmerica 0 Beach Autumn 26 25 373 
Russia 6480996 Minsk Antarctica 0 Excursion 23 Art - - 
Japan 1328987 Colorado Africa 1 Sport Climb 401297 - - 
Germany 2889005 Chelyabinsk Africa 0 Beach Autumn -3 17 64 
Japan 9685062 London Oceania 1 Beach Autumn 14 18 222 
Germany 2109119 London Antarctica 1 Excursion 98 Nature - - 
Japan 1145742 Humburg Africa 1 Excursion 94 Nature - - 
Bulgary 1100044 London Europe 1 Sport Surfing 825412 - - 
Germany 365795 Colorado Europe 0 Sport Skiing 387425 - - 
Britain 8689722 Seul Europe 0 Excursion 10 Art - - 
Australia 7014883 Belgorod NorthAmerica 0 Sport Surfing 854487 - - 
Belarus 1524890 Seul Asia 1 Excursion 20 History - - 
USA 615734 Honkong Africa 1 Beach Autumn 33 18 220 
Japan 9508030 Minsk Africa 0 Excursion 13 History - - 
Bulgary 7350595 Sochi Europe 0 Excursion 47 Nature - - 
Belarus 6603693 Colorado Oceania 1 Sport Surfing 895908 - - 
Georgia 4228691 Odessa NorthAmerica 0 Excursion 34 History - - 
China 6609285 Minsk Asia 1 Sport Skiing 938449 - - 
Germany 9012482 Chelyabinsk SouthAmerica 1 Beach Winter 7 18 278 
Japan 9857605 Seul SouthAmerica 1 Sport Skiing 420968 - - 
China 8756104 Moscow Oceania 1 Excursion 29 Art - - 
Australia 1338590 Moscow Asia 1 Beach Winter -22 19 271 
Japan 3172219 Colorado Africa 1 Sport Surfing 757253 - - 
USA 5411280 Minsk Oceania 1 Sport Skiing 334707 - - 
Britain 7656836 Minsk SouthAmerica 0 Excursion 76 History - - 
Bulgary 2917709 Humburg Asia 0 Sport Skiing 910488 - - 
China 4072096 Zavolzhye Oceania 1 Sport Surfing 419435 - - 
Russia 3412046 Humburg Oceania 0 Beach Autumn -15 13 117 
Ukraine 7273453 London Africa 0 Beach Spring 34 24 225 
Belarus 2890954 Chelyabinsk NorthAmerica 1 Beach Summer -18 16 516 
Georgia 3719954 Humburg Africa 1 Sport Surfing 805495 - - 
Russia 2531255 Seul NorthAmerica 0 Beach Spring 32 20 27 
USA 2862863 Chelyabinsk Oceania 1 Sport Skiing 598981 - - 
Bulgary 7313158 Odessa SouthAmerica 0 Beach Autumn 29 28 153 
Russia 1951779 Odessa Oceania 0 Beach Winter -9 17 154 
Japan 5291549 Moscow Oceania 1 Excursion 87 Nature - - 
Britain 7718226 Colorado NorthAmerica 1 Beach Summer 9 22 331 
USA 6749669 Honkong Asia 1 Beach Autumn 3 28 583 
Russia 9213579 Seul SouthAmerica 0 Excursion 48 History - - 
Britain 9191534 Honkong SouthAmerica 0 Beach Spring -21 30 606 
Georgia 6660059 Minsk Antarctica 0 Beach Autumn -9 18 486 
Germany 2787612 Seul Oceania 1 Excursion 53 History - - 
Germany 1846206 Minsk SouthAmerica 1 Sport Climb 573561 - - 
USA 1312893 Colorado Africa 0 Excursion 57 History - - 
Australia 5517727 Odessa Europe 1 Sport Skiing 262261 - - 
Ukraine 7571531 London Antarctica 1 Beach Autumn 14 18 660 
USA 6722292 Colorado Africa 1 Sport Surfing 494634 - - 
Japan 9474520 Honkong Asia 1 Beach Summer -10 14 176 
Bulgary 9082098 Honkong Oceania 1 Beach Summer 5 30 5 
Japan 221825 Odessa Asia 1 Sport Skiing 761620 - - 
Germany 8185981 Moscow Europe 1 Excursion 18 Art - - 
Bulgary 5121540 Minsk Europe 0 Excursion 60 History - - 
Germany 5715717 Minsk SouthAmerica 1 Beach Summer 13 16 206 
USA 1989724 London Asia 1 Excursion 13 History - - 
Bulgary 9534475 Honkong Europe 1 Beach Autumn -10 16 426 
Ukraine 3176564 Chelyabinsk SouthAmerica 1 Sport Surfing 637116 - - 
Ukraine 500942 London Europe 1 Excursion 100 History - - 
Belarus 1782141 London Europe 1 Beach Spring 8 13 426 
Germany 6919745 Sochi Antarctica 1 Beach Spring -21 5 105 
China 6505943 Moscow Africa 1 Beach Spring -19 5 107 
USA 1905202 London Europe 0 Excursion 39 Art - - 
Germany 9993138 Odessa Europe 1 Excursion 16 Art - - 
China 7512739 Zavolzhye Africa 1 Excursion 22 Nature - - 
Georgia 4227036 Odessa Antarctica 1 Excursion 22 Art - - 
Georgia 1101135 Humburg SouthAmerica 0 Excursion 93 Art - - 
China 1484827 Belgorod Asia 0 Excursion 80 Art - - 
Germany 2122350 Honkong Europe 1 Excursion 79 Art - - 
Belarus 5341915 Belgorod Oceania 1 Beach Autumn 34 29 334 
Georgia 423594 Honkong Asia 0 Beach Spring -13 24 0 
Bulgary 2691992 Seul Asia 0 Sport Skiing 847167 - - 
Bulgary 1516449 Minsk Africa 0 Excursion 43 History - - 
Bulgary 3817366 Chelyabinsk Asia 0 Beach Winter -28 29 609 
Australia 6335824 Minsk Oceania 1 Excursion 50 Art - - 
Russia 4926832 Honkong Oceania 1 Sport Surfing 630635 - - 
Germany 5621586 Colorado Oceania 1 Beach Summer 39 7 175 
USA 3011856 Colorado Oceania 0 Sport Surfing 718647 - - 
Bulgary 865110 Moscow Oceania 1 Beach Spring 37 14 70 
China 9514147 London Europe 0 Excursion 55 Nature - - 
Japan 4764112 Zavolzhye SouthAmerica 1 Beach Spring 7 14 472 
Russia 3343997 Colorado Asia 1 Beach Spring 26 2 671 
Britain 593937 London Europe 1 Beach Spring 19 10 602 
Japan 8261202 Honkong Asia 0 Beach Winter -26 21 567 
Belarus 3376166 London Antarctica 0 Excursion 22 History - - 
Bulgary 4869136 Belgorod SouthAmerica 1 Sport Climb 77765 - - 
Georgia 4024984 Moscow Europe 0 Excursion 89 History - - 
USA 138281 Odessa Europe 0 Beach Summer 10 27 394 
Britain 5010835 Humburg NorthAmerica 1 Sport Climb 997371 - - 
Belarus 717913 Colorado Europe 1 Sport Skiing 226621 - - 
Britain 6022180 Odessa Europe 0 Beach Winter 36 10 647 
Britain 3580941 Honkong Asia 0 Beach Autumn 34 6 40 
Ukraine 7494618 Minsk Oceania 0 Excursion 72 Nature - - 
Russia 6946854 London Antarctica 0 Excursion 16 History - - 
China 104576 Chelyabinsk NorthAmerica 0 Beach Spring -25 16 492 
Ukraine 4839219 Belgorod NorthAmerica 0 Excursion 40 Art - - 
Japan 2525341 Colorado Oceania 0 Excursion 82 Art - - 
Germany 7391309 Odessa Africa 0 Sport Skiing 129704 - - 
Belarus 1807569 Seul Oceania 0 Sport Skiing 52742 - - 
China 3915340 Seul NorthAmerica 0 Sport Surfing 55858 - - 
Germany 6699627 London Europe 0 Beach Winter 29 17 588 
Germany 7506206 Colorado Europe 0 Excursion 79 History - - 
Japan 6661708 Moscow Africa 0 Excursion 44 Nature - - 
Japan 2355175 Seul Oceania 0 Beach Winter 35 12 358 
Japan 4086829 Seul Africa 0 Excursion 40 Nature - - 
Russia 3534171 Chelyabinsk Antarctica 1 Beach Summer 32 17 524 
Germany 4092632 Moscow NorthAmerica 1 Sport Climb 878016 - - 
Georgia 2046274 Moscow Oceania 0 Sport Climb 963464 - - 
Belarus 1639985 Odessa Antarctica 1 Beach Autumn 7 25 652 
Australia 1932499 Chelyabinsk Africa 1 Beach Winter -23 26 715 
USA 3008189 Minsk Antarctica 1 Excursion 77 Nature - - 
Germany 2188030 Honkong Asia 1 Excursion 58 History - - 
Russia 606121 Sochi Antarctica 1 Excursion 60 Nature - - 
Bulgary 8345166 Humburg Europe 1 Sport Surfing 832323 - - 
Australia 2950333 Moscow Oceania 1 Sport Surfing 194577 - - 
USA 539344 Colorado NorthAmerica 0 Sport Climb 475933 - - 
Australia 5100616 Moscow Antarctica 1 Beach Winter 17 2 269 
Bulgary 3844529 Sochi Asia 1 Beach Summer 19 11 296 
Georgia 9623251 Honkong Africa 0 Excursion 30 Nature - - 
Bulgary 3940089 Belgorod Oceania 0 Excursion 87 Art - - 
Bulgary 66213 Zavolzhye Asia 1 Beach Summer -5 18 629 
Georgia 3647098 Humburg Africa 0 Sport Skiing 744533 - - 
Japan 2006859 Honkong NorthAmerica 1 Excursion 18 Nature - - 
Britain 9526191 Humburg Africa 0 Beach Spring -24 15 285 
Georgia 6504664 London Africa 0 Sport Climb 782092 - - 
Bulgary 6749144 Belgorod Antarctica 1 Sport Climb 665575 - - 
Britain 1617326 Belgorod Antarctica 0 Excursion 16 History - - 
Russia 458814 Odessa SouthAmerica 1 Sport Skiing 738641 - - 
USA 9337507 Humburg SouthAmerica 0 Sport Climb 142589 - - 
Georgia 4906080 Humburg Africa 0 Beach Summer -21 18 451 
Germany 9202419 Minsk Africa 1 Sport Surfing 168011 - - 
Belarus 2068659 London Africa 0 Beach Autumn -3 15 100 
Belarus 3120318 Seul Asia 0 Beach Summer 20 13 49 
Germany 1620449 Honkong Oceania 0 Beach Winter 4 2 62 
Japan 4145657 Colorado NorthAmerica 0 Beach Spring -12 11 243 
Belarus 2477718 Belgorod Asia 1 Beach Winter 6 27 386 
Britain 1574324 Chelyabinsk Europe 0 Sport Skiing 716343 - - 
Bulgary 6250591 Belgorod SouthAmerica 0 Beach Winter 1 26 628 
Ukraine 4013660 Zavolzhye Asia 1 Excursion 67 Art - - 
Japan 7423474 Belgorod NorthAmerica 0 Excursion 76 Art - - 
USA 4538464 Odessa Antarctica 1 Excursion 64 Art - - 
Germany 1538051 Minsk Europe 0 Excursion 86 History - - 
Bulgary 6710768 Moscow Oceania 1 Sport Skiing 725904 - - 
Germany 9118172 Belgorod Oceania 0 Sport Surfing 707503 - - 
Georgia 9524613 Odessa SouthAmerica 1 Sport Surfing 812447 - - 
Georgia 8202999 Chelyabinsk Antarctica 0 Sport Surfing 732064 - - 
Belarus 5075443 London SouthAmerica 1 Sport Surfing 53749 - - 
Russia 5892106 Belgorod Oceania 0 Sport Climb 829656 - - 
Ukraine 8288726 Humburg NorthAmerica 1 Excursion 14 History - - 
Australia 3794936 Odessa NorthAmerica 1 Sport Surfing 204069 - - 
Belarus 7129211 Minsk Africa 0 Beach Autumn -11 18 420 
Germany 4019742 Moscow Europe 1 Sport Skiing 974485 - - 
Belarus 6807028 London NorthAmerica 0 Sport Climb 491998 - - 
USA 9622314 Humburg NorthAmerica 1 Excursion 48 Art - - 
Japan 2939894 Moscow Antarctica 0 Excursion 75 Nature - - 
Georgia 1532260 Minsk Europe 0 Excursion 13 Nature - - 
Belarus 6020900 Colorado NorthAmerica 0 Beach Autumn 18 19 51 
Belarus 8175294 Chelyabinsk SouthAmerica 1 Sport Surfing 67083 - - 
Bulgary 827834 Colorado Europe 1 Beach Summer -4 28 683 
Japan 2518227 Zavolzhye NorthAmerica 0 Sport Surfing 224011 - - 
Japan 1475954 Seul Africa 1 Beach Spring -4 13 160 
USA 5799377 Humburg Africa 0 Beach Winter 23 27 209 
Britain 1742127 Humburg Oceania 1 Excursion 42 Art - - 
Bulgary 3889134 Zavolzhye Europe 0 Sport Surfing 202482 - - 
Belarus 2921806 Minsk Africa 0 Beach Spring -4 3 423 
Ukraine 8781121 Humburg Africa 0 Beach Summer 30 9 714 
Britain 4968977 Zavolzhye Oceania 1 Beach Autumn 13 17 602 
Georgia 150679 Odessa Asia 1 Beach Winter -2 2 114 
Bulgary 8912882 Seul Africa 0 Excursion 61 History - - 
Belarus 724640 London NorthAmerica 0 Sport Climb 178312 - - 
Belarus 6532343 Honkong SouthAmerica 0 Sport Climb 805168 - - 
Australia 1673575 Chelyabinsk NorthAmerica 1 Beach Winter -16 5 710 
Ukraine 3349558 Seul SouthAmerica 1 Excursion 75 History - - 
Belarus 513457 Belgorod Europe 0 Beach Winter 31 9 708 
Britain 6347248 Colorado Antarctica 1 Beach Autumn 33 27 29 
Britain 6102123 Sochi NorthAmerica 1 Excursion 84 Nature - - 
Georgia 9084118 Humburg Oceania 1 Beach Summer 2 22 533 
Belarus 5704507 Seul Africa 0 Sport Surfing 699005 - - 
Bulgary 621121 Humburg Africa 1 Sport Surfing 771417 - - 
China 6314688 Colorado Antarctica 1 Sport Skiing 122767 - - 
USA 664260 London Oceania 1 Excursion 79 Art - - 
Russia 4868068 Moscow Oceania 1 Sport Skiing 742170 - - 
Britain 5217225 Chelyabinsk Antarctica 0 Beach Summer 14 16 335 
China 6780249 Moscow SouthAmerica 0 Beach Autumn 25 10 505 
Bulgary 498642 Sochi NorthAmerica 1 Beach Summer 10 15 33 
Britain 9858303 Chelyabinsk Africa 0 Sport Surfing 999181 - - 
Britain 9207898 Chelyabinsk Europe 1 Beach Spring -2 27 716 
Britain 76460 Minsk Africa 1 Sport Surfing 345594 - - 
Japan 7419478 London Antarctica 0 Beach Spring 20 16 215 
Bulgary 6226313 Colorado Oceania 1 Sport Skiing 669353 - - 
USA 4417988 Odessa NorthAmerica 1 Sport Surfing 897484 - - 
Russia 8640706 Seul SouthAmerica 0 Beach Spring 21 24 125 
Britain 1706995 Colorado NorthAmerica 1 Sport Skiing 381500 - - 
Georgia 2234064 Chelyabinsk Africa 0 Beach Autumn -12 15 590 
Bulgary 5904574 Seul Asia 1 Sport Surfing 464951 - - 
Ukraine 5801832 Sochi SouthAmerica 1 Beach Spring 11 24 245 
Ukraine 700022 Seul Asia 0 Beach Winter 25 10 367 
Georgia 2813579 Sochi Oceania 0 Beach Winter 25 9 138 
Georgia 9642873 Humburg Oceania 1 Excursion 47 Art - - 
China 8753031 Zavolzhye Antarctica 0 Sport Climb 739094 - - 
Australia 9925014 Honkong Oceania 0 Excursion 44 Art - - 
Belarus 9562232 Belgorod Antarctica 0 Excursion 96 Nature - - 
USA 8610649 Honkong SouthAmerica 0 Beach Spring 33 27 193 
Georgia 2405593 Odessa SouthAmerica 1 Sport Surfing 604743 - - 
Belarus 6126965 Chelyabinsk Asia 0 Beach Summer -17 14 39 
Britain 1980459 Seul Africa 0 Sport Surfing 336242 - - 
Bulgary 6313423 Minsk Asia 0 Excursion 57 Art - - 
Belarus 8611780 Seul Europe 1 Sport Climb 988470 - - 
Britain 296637 Chelyabinsk Europe 1 Excursion 46 History - - 
Australia 1208318 Seul SouthAmerica 0 Sport Climb 221400 - - 
Georgia 2125706 Chelyabinsk Antarctica 0 Beach Summer 21 10 217 
Ukraine 1387360 Moscow Africa 0 Beach Spring 6 20 389 
China 6054824 Colorado Oceania 0 Beach Spring -26 12 640 
Australia 1543807 Belgorod SouthAmerica 1 Sport Skiing 409898 - - 
Georgia 3819058 Honkong Asia 0 Sport Skiing 100885 - - 
China 4920112 Humburg Europe 0 Excursion 75 Nature - - 
Japan 7156200 Honkong Europe 1 Excursion 78 History - - 
Bulgary 7283758 Belgorod NorthAmerica 1 Beach Autumn 40 30 463 
Russia 6899118 Chelyabinsk Africa 1 Beach Summer -3 17 96 
Australia 3036257 Chelyabinsk Africa 0 Beach Spring 29 19 638 
Britain 5009334 Chelyabinsk Europe 1 Sport Skiing 223116 - - 
China 8332863 Seul Antarctica 1 Beach Winter 34 27 458 
Ukraine 3087711 Minsk Antarctica 1 Excursion 96 Nature - - 
Britain 5359522 Sochi SouthAmerica 1 Beach Spring 15 0 274 
Australia 1873589 Colorado Asia 0 Sport Climb 492722 - - 
Ukraine 1582821 Minsk Africa 0 Excursion 62 Nature - - 
Russia 4397676 Colorado Oceania 0 Sport Skiing 641127 - - 
Japan 6060838 Humburg SouthAmerica 0 Beach Winter -18 6 394 
Bulgary 7304899 Sochi SouthAmerica 1 Beach Spring -30 24 420 
Japan 795664 Belgorod NorthAmerica 1 Beach Summer 31 16 199 
Bulgary 7203704 Sochi Oceania 0 Beach Autumn -22 18 126 
Ukraine 7669161 Chelyabinsk Africa 1 Excursion 60 History - - 
Britain 6021457 Zavolzhye Africa 0 Excursion 27 Art - - 
Belarus 6073590 London Europe 0 Beach Autumn -23 19 466 
Bulgary 3362059 Chelyabinsk Europe 1 Beach Winter -2 6 569 
Russia 6512478 Zavolzhye NorthAmerica 0 Beach Autumn -15 5 272 
Russia 7051208 Moscow Africa 0 Beach Summer 19 3 356 
Belarus 3252978 Chelyabinsk NorthAmerica 0 Beach Winter 26 24 145 
Germany 4039631 Sochi Africa 1 Sport Skiing 68028 - - 
Ukraine 5899475 Humburg Oceania 1 Sport Surfing 13887 - - 
Ukraine 7759720 Zavolzhye Asia 0 Excursion 20 Nature - - 
Bulgary 267442 London Europe 0 Excursion 93 Nature - - 
USA 3273106 Belgorod Europe 1 Beach Autumn -17 16 62 
Australia 3728208 Minsk Asia 0 Excursion 8 Nature - - 
Ukraine 3094272 Zavolzhye Oceania 1 Sport Surfing 676527 - - 
Britain 6688330 Moscow SouthAmerica 1 Beach Summer -2 19 281 
Bulgary 2601095 Odessa Antarctica 0 Excursion 81 Nature - - 
China 5451171 London Antarctica 1 Beach Summer 28 15 126 
USA 1758430 Sochi Antarctica 1 Beach Autumn -25 8 449 
Australia 5634235 Seul SouthAmerica 1 Sport Surfing 592732 - - 
Japan 7277557 Seul Antarctica 0 Sport Surfing 576032 - - 
Britain 9759853 Moscow Asia 1 Excursion 10 Art - - 
Belarus 2477264 Chelyabinsk NorthAmerica 0 Sport Surfing 3875 - - 
Georgia 1109814 Minsk Europe 0 Excursion 27 Art - - 
Russia 4348298 Moscow NorthAmerica 0 Excursion 28 History - - 
USA 6739692 London Africa 0 Excursion 40 History - - 
Germany 5445827 Chelyabinsk Oceania 1 Beach Autumn -28 9 637 
Britain 2801526 Belgorod Oceania 0 Beach Winter 28 10 549 
Belarus 712255 Sochi Europe 1 Sport Climb 763180 - - 
USA 2794161 Sochi Oceania 0 Excursion 13 History - - 
Russia 7496340 Colorado NorthAmerica 0 Excursion 19 Nature - - 
Japan 926900 Sochi Africa 0 Excursion 70 Art - - 
China 5691535 Colorado Africa 1 Excursion 82 Art - - 
Britain 1455236 Chelyabinsk Oceania 1 Beach Spring -17 6 606 
Germany 628003 Honkong Antarctica 1 Excursion 9 History - - 
Britain 3499559 Moscow NorthAmerica 0 Beach Spring 2 24 430 
Germany 2735780 Humburg SouthAmerica 0 Excursion 10 Nature - - 
Bulgary 4679094 Chelyabinsk Asia 1 Excursion 19 Art - - 
Bulgary 2672119 Zavolzhye Antarctica 0 Sport Surfing 632119 - - 
Ukraine 6640871 Humburg Antarctica 0 Beach Summer 37 30 276 
Georgia 196333 Honkong Oceania 1 Sport Climb 439086 - - 
Britain 6711118 Seul Antarctica 1 Excursion 50 Art - - 
Russia 1944040 London SouthAmerica 0 Beach Autumn 4 25 277 
USA 5798690 Chelyabinsk SouthAmerica 1 Sport Surfing 177934 - - 
Russia 4605503 Minsk Antarctica 1 Beach Summer 23 5 399 
Georgia 6656100 London NorthAmerica 0 Excursion 72 History - - 
Japan 7114593 Sochi Oceania 0 Excursion 45 Art - - 
Japan 8646677 London Asia 1 Beach Winter -8 10 621 
Britain 3550197 Belgorod Oceania 1 Excursion 31 Art - - 
China 4083258 London Antarctica 0 Excursion 51 Nature - - 
USA 9255456 Moscow Asia 0 Beach Summer 14 21 218 
Japan 8121548 Seul Oceania 1 Sport Skiing 365794 - - 
Germany 6805678 Honkong Antarctica 1 Beach Winter 13 24 396 
Japan 4191397 Colorado Africa 0 Excursion 13 Nature - - 
Belarus 65037 Minsk Africa 1 Excursion 63 History - - 
Germany 508588 Minsk Oceania 1 Excursion 92 Nature - - 
Georgia 978509 Chelyabinsk Asia 1 Excursion 87 Art - - 
Britain 800584 Odessa Asia 0 Sport Climb 626249 - - 
China 3172026 Moscow Africa 0 Sport Surfing 276544 - - 
Australia 4428684 Colorado NorthAmerica 0 Beach Spring -10 23 232 
China 5596084 London Europe 0 Beach Winter 16 6 311 
Bulgary 6644903 Colorado Asia 0 Excursion 4 History - - 
Ukraine 7998976 Chelyabinsk Asia 0 Excursion 16 Art - - 
Belarus 4962069 Colorado Antarctica 1 Sport Surfing 636176 - - 
USA 5826668 Sochi Oceania 1 Beach Spring -11 3 640 
USA 6519379 Moscow Asia 0 Beach Spring -19 9 376 
Ukraine 7447885 Belgorod NorthAmerica 1 Excursion 51 Nature - - 
Russia 3436821 London NorthAmerica 0 Sport Climb 775579 - - 
USA 4433682 Moscow Asia 1 Excursion 40 Nature - - 
Russia 1114515 Moscow SouthAmerica 1 Excursion 0 History - - 
Germany 8080900 Sochi Antarctica 0 Sport Surfing 870715 - - 
USA 5795112 Moscow Antarctica 0 Sport Climb 271680 - - 
Australia 9258302 Belgorod SouthAmerica 1 Beach Summer 20 6 220 
Russia 5685693 Seul SouthAmerica 1 Excursion 63 Art - - 
USA 3169878 Zavolzhye Europe 1 Sport Climb 898228 - - 
China 7424352 London Europe 1 Excursion 71 Art - - 
Bulgary 1388073 London Oceania 0 Beach Spring -11 10 188 
China 6534110 Humburg Asia 0 Sport Climb 949491 - - 
Britain 7885605 London Oceania 0 Sport Surfing 40727 - - 
Belarus 5965182 Colorado Africa 0 Sport Skiing 711716 - - 
Germany 3902807 Moscow Oceania 0 Beach Summer 5 26 548 
Bulgary 2144783 Minsk SouthAmerica 0 Beach Spring 0 14 197 
Belarus 8189353 Humburg NorthAmerica 1 Beach Spring 33 3 48 
Germany 4979109 Honkong Asia 0 Sport Surfing 617176 - - 
USA 3451231 London SouthAmerica 0 Beach Winter -29 25 692 
Britain 8720990 Chelyabinsk NorthAmerica 0 Beach Summer 11 9 421 
China 2791972 Zavolzhye Antarctica 1 Sport Climb 904136 - - 
Bulgary 4194387 Chelyabinsk Africa 1 Excursion 94 Art - - 
Japan 8669145 Chelyabinsk SouthAmerica 0 Excursion 34 History - - 
Belarus 1048993 Seul Asia 0 Beach Autumn 9 23 637 
Japan 8972403 London SouthAmerica 1 Beach Winter -1 24 17 
Russia 84017 Sochi NorthAmerica 0 Sport Skiing 312963 - - 
Georgia 9552208 Seul NorthAmerica 1 Excursion 100 Art - - 
Japan 7312090 Zavolzhye SouthAmerica 1 Sport Surfing 435456 - - 
Ukraine 8945624 Moscow Oceania 0 Excursion 80 Art - - 
Japan 8838777 Sochi Antarctica 0 Sport Skiing 469803 - - 
Bulgary 9392890 Honkong Africa 1 Sport Climb 349188 - - 
Russia 7294890 Odessa Europe 0 Excursion 17 Art - - 
Belarus 5713712 Minsk NorthAmerica 0 Sport Climb 415244 - - 
Georgia 5393505 Sochi SouthAmerica 1 Beach Autumn 28 29 53 
USA 2665514 Colorado Africa 1 Sport Surfing 558125 - - 
Japan 6272358 Honkong Oceania 1 Sport Climb 979566 - - 
Germany 5794089 Odessa Asia 0 Sport Surfing 334767 - - 
Britain 2716859 Sochi SouthAmerica 0 Excursion 31 Nature - - 
