Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
China 4405413 Odessa SouthAmerica 1 Sport Surfing 833387 - - 
Japan 436728 Minsk SouthAmerica 0 Beach Summer 10 13 690 
Belarus 8712804 Humburg NorthAmerica 0 Sport Climb 511319 - - 
Japan 3292793 Moscow NorthAmerica 1 Beach Summer -7 27 550 
Japan 3050647 Belgorod NorthAmerica 1 Excursion 14 Nature - - 
Japan 1981855 Sochi Oceania 1 Beach Winter -29 3 265 
Georgia 9806845 Odessa Africa 0 Excursion 15 Nature - - 
Bulgary 7435117 Seul Africa 1 Sport Surfing 798558 - - 
Australia 1416682 Colorado NorthAmerica 0 Sport Skiing 312078 - - 
Japan 3607048 Colorado Antarctica 0 Excursion 13 Nature - - 
Georgia 2683938 Humburg Antarctica 1 Excursion 84 History - - 
USA 8858079 Honkong Africa 0 Excursion 21 History - - 
Australia 9218059 Humburg Europe 1 Excursion 12 Art - - 
Japan 446421 Minsk Antarctica 0 Beach Autumn -3 3 288 
China 2974542 Honkong Antarctica 1 Beach Winter -4 11 210 
Australia 8470494 Chelyabinsk SouthAmerica 0 Excursion 62 Nature - - 
Georgia 6687665 Moscow SouthAmerica 0 Sport Skiing 808267 - - 
Britain 9978126 Moscow SouthAmerica 1 Sport Skiing 64750 - - 
Belarus 2698885 Odessa Antarctica 0 Sport Skiing 161466 - - 
Russia 6875825 London Oceania 1 Excursion 18 Art - - 
Germany 1082553 Odessa SouthAmerica 1 Beach Summer -14 2 591 
China 542060 Colorado Africa 1 Excursion 4 History - - 
Japan 3122609 Sochi Asia 0 Sport Climb 234692 - - 
Belarus 7397989 Odessa Oceania 1 Excursion 47 Art - - 
Germany 7150656 Humburg NorthAmerica 1 Beach Spring -23 19 333 
Georgia 3340091 Colorado Europe 0 Excursion 4 Art - - 
USA 4572942 Zavolzhye NorthAmerica 0 Excursion 63 Art - - 
USA 6112612 Seul Europe 1 Excursion 75 Art - - 
Australia 8505088 Chelyabinsk SouthAmerica 0 Sport Skiing 242296 - - 
China 9351363 Moscow Asia 1 Sport Skiing 431371 - - 
Ukraine 6470314 Zavolzhye Antarctica 0 Sport Climb 875341 - - 
China 2405820 Sochi Asia 1 Sport Climb 594205 - - 
Bulgary 4441298 Minsk Oceania 0 Excursion 47 Nature - - 
Ukraine 6997513 Zavolzhye Europe 1 Sport Skiing 377099 - - 
China 1011436 Belgorod NorthAmerica 1 Sport Climb 945799 - - 
Germany 2415986 Minsk Asia 0 Sport Surfing 664568 - - 
Britain 9490280 Zavolzhye NorthAmerica 0 Sport Surfing 635229 - - 
Bulgary 6723403 Zavolzhye Africa 0 Beach Autumn 9 15 571 
Germany 7698713 Chelyabinsk Antarctica 1 Beach Autumn 34 26 605 
Georgia 4121973 Zavolzhye NorthAmerica 0 Excursion 49 History - - 
Russia 9419620 Belgorod Oceania 1 Sport Climb 875898 - - 
Japan 1005111 Humburg Europe 1 Sport Surfing 917430 - - 
Bulgary 2732737 Moscow NorthAmerica 0 Beach Summer 24 22 243 
Australia 5662272 Odessa Asia 0 Beach Spring 31 21 403 
Bulgary 7008379 London SouthAmerica 0 Sport Surfing 728361 - - 
Ukraine 2924791 London Antarctica 0 Beach Spring 27 13 253 
China 3155783 Moscow Asia 1 Beach Autumn -29 2 59 
Bulgary 3697100 Sochi Antarctica 1 Excursion 43 Art - - 
Bulgary 349757 Honkong Oceania 0 Beach Spring 36 25 492 
Germany 8892250 Chelyabinsk NorthAmerica 1 Beach Winter 11 0 189 
China 1327192 London NorthAmerica 1 Excursion 11 Art - - 
Germany 2568112 Belgorod Europe 0 Sport Climb 756861 - - 
Georgia 3561623 Sochi NorthAmerica 1 Sport Surfing 876871 - - 
Bulgary 6996693 Zavolzhye Oceania 0 Beach Autumn 33 16 131 
China 1945962 Minsk Oceania 1 Excursion 52 Art - - 
Russia 1992215 Humburg Asia 0 Excursion 69 Art - - 
China 6043098 Sochi Oceania 1 Sport Skiing 785234 - - 
Georgia 6392978 Zavolzhye Antarctica 0 Beach Summer 7 8 219 
Britain 3386246 Zavolzhye SouthAmerica 0 Excursion 96 Nature - - 
Bulgary 7579953 London Oceania 0 Excursion 63 History - - 
Australia 7877314 London Antarctica 0 Beach Winter 33 16 10 
China 848918 Zavolzhye Asia 0 Sport Surfing 362765 - - 
Germany 98341 Odessa Asia 1 Beach Autumn -26 15 548 
Germany 5506810 Colorado Asia 0 Sport Climb 700901 - - 
Russia 540705 Chelyabinsk SouthAmerica 0 Beach Spring 8 6 421 
Russia 9810068 Zavolzhye Oceania 0 Beach Winter 32 12 325 
Britain 3920259 London Oceania 1 Beach Summer -27 30 416 
Belarus 6333059 Belgorod Europe 1 Excursion 95 Art - - 
Ukraine 7332246 Sochi Antarctica 0 Beach Summer 2 14 533 
Germany 9951608 Seul Antarctica 0 Excursion 55 History - - 
Japan 3223168 Honkong Antarctica 1 Excursion 85 History - - 
USA 8974710 Zavolzhye NorthAmerica 1 Excursion 74 Art - - 
Georgia 8504948 Seul SouthAmerica 0 Excursion 12 History - - 
USA 9825628 Odessa Oceania 1 Sport Climb 988035 - - 
Australia 3391106 Belgorod Africa 0 Excursion 88 History - - 
Ukraine 4476778 Zavolzhye Asia 1 Sport Skiing 23553 - - 
China 6613321 Honkong Africa 1 Excursion 100 Art - - 
Germany 1363863 Belgorod Asia 1 Beach Summer 25 20 216 
China 888680 Zavolzhye NorthAmerica 1 Excursion 74 Art - - 
Georgia 6356036 Honkong Africa 0 Beach Autumn 27 25 216 
Australia 5999388 Sochi Africa 1 Excursion 76 Art - - 
Russia 5139380 Humburg Africa 1 Sport Climb 405947 - - 
Ukraine 4043309 Odessa Asia 0 Sport Skiing 758707 - - 
Japan 7930992 Honkong Oceania 0 Sport Climb 769560 - - 
Georgia 2832637 Seul Oceania 0 Sport Climb 373306 - - 
China 5678568 Seul Europe 0 Beach Summer 35 22 670 
Bulgary 3803438 Humburg Antarctica 0 Sport Surfing 423091 - - 
China 9389539 Humburg Asia 1 Excursion 35 Art - - 
Germany 5780717 Colorado NorthAmerica 1 Excursion 68 History - - 
Japan 6015325 Honkong Oceania 1 Beach Spring 11 26 552 
Australia 2758997 Moscow Asia 0 Beach Winter 15 21 371 
Britain 2748289 Seul NorthAmerica 0 Sport Surfing 279850 - - 
Australia 171145 Moscow Asia 0 Beach Spring 12 19 117 
Britain 4893815 Moscow Europe 0 Beach Summer -28 20 243 
Russia 8421620 Chelyabinsk Europe 0 Excursion 52 Nature - - 
Ukraine 487357 Sochi NorthAmerica 0 Excursion 14 History - - 
Russia 7712051 Sochi Asia 1 Sport Skiing 608117 - - 
Britain 4375800 Seul Asia 0 Excursion 41 Art - - 
Australia 7874670 Belgorod Europe 1 Excursion 41 Art - - 
China 7829201 Honkong Oceania 1 Beach Winter 28 16 690 
Britain 9457561 Sochi Africa 0 Excursion 57 History - - 
Belarus 8107287 Odessa NorthAmerica 0 Sport Climb 182730 - - 
Russia 6219954 Odessa Asia 1 Beach Autumn 12 5 429 
Georgia 1388198 Minsk Antarctica 1 Excursion 23 History - - 
Russia 2882515 Zavolzhye Oceania 1 Beach Winter 14 28 121 
Australia 3371391 Odessa Oceania 0 Sport Surfing 27992 - - 
Ukraine 2685676 Sochi Antarctica 0 Beach Autumn 24 29 518 
Australia 837627 Zavolzhye Africa 0 Sport Surfing 470183 - - 
Bulgary 6481063 Moscow Asia 0 Beach Summer 25 4 318 
China 5787973 Moscow Africa 0 Beach Winter -2 2 85 
Japan 459206 Belgorod Antarctica 0 Beach Winter 17 28 117 
Belarus 3698848 London Antarctica 0 Beach Summer 38 6 116 
USA 3364262 London Europe 0 Beach Winter -26 13 257 
Georgia 6613634 Odessa Antarctica 0 Beach Autumn -15 14 579 
Australia 8585655 Sochi NorthAmerica 0 Beach Spring 24 4 134 
Bulgary 7676861 Honkong SouthAmerica 0 Beach Autumn -17 9 375 
Russia 2947086 Honkong NorthAmerica 1 Sport Skiing 590727 - - 
Belarus 3926415 Zavolzhye SouthAmerica 0 Sport Surfing 563791 - - 
China 1018733 Zavolzhye SouthAmerica 1 Excursion 92 Art - - 
Bulgary 1307310 Zavolzhye Asia 1 Beach Autumn 33 10 105 
Bulgary 2437156 Chelyabinsk Asia 1 Beach Autumn 39 6 152 
Japan 2065235 Moscow SouthAmerica 0 Excursion 8 History - - 
Japan 6255139 Zavolzhye Africa 0 Beach Winter 9 11 622 
Georgia 8369973 Moscow Europe 0 Excursion 100 Art - - 
Australia 8202582 Seul Asia 0 Sport Skiing 851639 - - 
USA 929402 Honkong SouthAmerica 1 Beach Winter -11 16 172 
Bulgary 1158550 London Oceania 0 Excursion 45 History - - 
Australia 1160822 Seul Antarctica 0 Sport Climb 94639 - - 
Germany 5588421 Colorado Asia 1 Sport Climb 227066 - - 
China 5956168 Odessa Europe 1 Sport Climb 903692 - - 
Russia 9779313 Sochi Africa 0 Sport Skiing 717855 - - 
Japan 9305008 Chelyabinsk Asia 0 Beach Autumn 16 29 276 
Britain 4445016 Humburg Africa 1 Excursion 20 Nature - - 
Russia 4403076 Belgorod SouthAmerica 0 Beach Winter 6 11 264 
Britain 8476186 Honkong Oceania 0 Sport Skiing 743996 - - 
Bulgary 8169681 Moscow Africa 0 Beach Autumn 22 11 68 
Russia 6158780 Honkong Africa 0 Sport Skiing 540506 - - 
USA 7673152 Honkong SouthAmerica 1 Sport Skiing 881871 - - 
China 6651035 Sochi Oceania 1 Sport Surfing 25359 - - 
USA 807436 Belgorod Asia 1 Sport Skiing 418962 - - 
Russia 907745 Minsk Antarctica 1 Excursion 48 Art - - 
Georgia 1006038 Belgorod SouthAmerica 0 Excursion 0 Nature - - 
Georgia 3779011 London Asia 0 Sport Surfing 119780 - - 
Bulgary 8255891 Zavolzhye Antarctica 0 Excursion 72 Art - - 
Russia 8026226 Seul SouthAmerica 1 Sport Skiing 714256 - - 
Bulgary 1676740 Honkong Africa 0 Excursion 89 Nature - - 
Georgia 9688807 Chelyabinsk Oceania 1 Beach Autumn 16 2 653 
Russia 9628595 Sochi Antarctica 1 Sport Skiing 814655 - - 
Ukraine 4449838 Zavolzhye Oceania 1 Beach Spring 12 13 447 
China 5252209 Humburg SouthAmerica 1 Excursion 80 Nature - - 
Ukraine 8006348 Honkong Africa 1 Beach Spring -26 23 669 
Britain 9160976 London Europe 1 Beach Winter -19 18 486 
Georgia 8490852 Minsk Asia 1 Sport Skiing 507369 - - 
Bulgary 2283829 Honkong Oceania 0 Beach Winter 8 12 659 
Russia 199682 Chelyabinsk Oceania 1 Excursion 78 Nature - - 
Germany 9160914 Sochi Antarctica 0 Sport Climb 941184 - - 
Belarus 5310189 Moscow Oceania 1 Beach Spring 27 29 461 
Ukraine 7802549 Sochi NorthAmerica 1 Excursion 9 Art - - 
Belarus 9160787 London Antarctica 1 Sport Surfing 162415 - - 
USA 5151681 Minsk Oceania 0 Excursion 81 Art - - 
China 2364333 Odessa Oceania 0 Excursion 26 History - - 
Bulgary 4404451 Seul Oceania 1 Beach Spring 16 26 318 
Belarus 4401663 Minsk Asia 0 Beach Spring -11 22 537 
Russia 5574306 Minsk Antarctica 1 Beach Winter -30 21 28 
China 7490797 Minsk Africa 0 Sport Skiing 30862 - - 
USA 5395738 Zavolzhye Asia 1 Excursion 65 Art - - 
Ukraine 209669 Sochi Oceania 0 Beach Autumn 17 12 76 
Germany 9789843 Moscow Europe 0 Beach Autumn 38 27 160 
Japan 9601207 Honkong Antarctica 1 Beach Summer 10 20 56 
Britain 541695 London Antarctica 1 Sport Climb 736262 - - 
China 9136368 Colorado NorthAmerica 0 Sport Climb 928562 - - 
Bulgary 1261173 Odessa Europe 0 Sport Skiing 251398 - - 
Ukraine 5940961 Chelyabinsk Oceania 1 Excursion 18 History - - 
Australia 7802959 Honkong Oceania 0 Excursion 29 History - - 
Belarus 3894849 Colorado NorthAmerica 1 Excursion 44 Art - - 
Britain 1599344 Odessa Oceania 0 Sport Climb 642643 - - 
Australia 3412190 Colorado Antarctica 0 Beach Autumn 10 28 26 
Australia 7748228 Odessa Oceania 1 Beach Autumn 6 28 409 
China 1986551 Chelyabinsk Africa 0 Excursion 86 Nature - - 
Belarus 5485009 Odessa Oceania 0 Beach Autumn 34 17 31 
Russia 5112534 Honkong Asia 0 Excursion 82 History - - 
Germany 4325448 Sochi Antarctica 1 Excursion 47 Art - - 
Japan 2193441 Zavolzhye NorthAmerica 1 Beach Summer -16 30 505 
USA 177462 Colorado Asia 1 Sport Climb 674420 - - 
Belarus 3549169 Belgorod SouthAmerica 0 Beach Autumn -21 28 181 
Britain 4656856 Odessa SouthAmerica 1 Beach Summer -8 4 467 
Britain 5559534 Humburg Asia 1 Excursion 67 Nature - - 
Georgia 9248618 Colorado Antarctica 1 Sport Climb 455529 - - 
Georgia 9439072 Moscow Antarctica 1 Sport Climb 289379 - - 
China 4633311 Minsk NorthAmerica 1 Excursion 13 Nature - - 
Australia 5018527 Zavolzhye SouthAmerica 1 Sport Climb 945451 - - 
Japan 7003268 Honkong Asia 1 Excursion 91 History - - 
Japan 8879896 Sochi Africa 1 Sport Skiing 247557 - - 
Britain 4418673 Sochi Asia 0 Beach Spring 22 13 596 
Georgia 6106593 London Antarctica 0 Excursion 76 History - - 
Belarus 5791639 Zavolzhye Africa 1 Sport Climb 980030 - - 
China 8654905 Colorado NorthAmerica 0 Sport Climb 273109 - - 
Ukraine 5962464 Zavolzhye Antarctica 1 Excursion 38 Nature - - 
China 2453288 Minsk SouthAmerica 1 Beach Summer 13 20 334 
Ukraine 4068815 Humburg SouthAmerica 0 Excursion 55 History - - 
Ukraine 8482166 Sochi Antarctica 0 Beach Spring -11 2 209 
Britain 8044991 Seul Oceania 1 Beach Autumn 25 15 569 
Bulgary 3300387 Chelyabinsk Asia 0 Beach Spring 14 1 137 
Bulgary 5949821 Moscow NorthAmerica 1 Sport Surfing 119206 - - 
China 9359521 Humburg Europe 0 Beach Spring 30 11 449 
Russia 5964182 London Antarctica 0 Beach Winter 13 4 538 
Belarus 5280988 Humburg Africa 0 Sport Skiing 857539 - - 
Russia 6970579 Seul Europe 1 Beach Summer -15 1 416 
USA 7113620 Chelyabinsk SouthAmerica 1 Beach Winter 18 21 231 
Britain 518671 Sochi Africa 1 Excursion 0 History - - 
Britain 8989448 London NorthAmerica 0 Excursion 55 Art - - 
USA 2603108 Belgorod Europe 0 Excursion 41 Art - - 
Japan 3869903 Zavolzhye Africa 1 Sport Skiing 376135 - - 
Belarus 2154593 Odessa Oceania 0 Beach Spring -6 13 204 
Belarus 4942236 London Antarctica 1 Beach Winter -2 9 412 
Australia 9794220 Minsk Africa 1 Excursion 60 Nature - - 
Ukraine 6450530 Honkong NorthAmerica 0 Beach Autumn 21 17 440 
Britain 3161623 Odessa Antarctica 0 Beach Winter -4 13 355 
Georgia 4563400 Sochi Antarctica 1 Excursion 100 History - - 
Germany 106400 Chelyabinsk Oceania 1 Excursion 98 Art - - 
Japan 2205807 Seul Antarctica 1 Beach Spring -9 10 119 
Japan 1418126 Seul Asia 0 Sport Climb 95702 - - 
Ukraine 6043847 Minsk Europe 0 Excursion 50 History - - 
Australia 8837091 Chelyabinsk NorthAmerica 0 Beach Winter 1 2 125 
Germany 8715432 Minsk SouthAmerica 0 Beach Spring -2 14 702 
USA 1410220 Chelyabinsk SouthAmerica 1 Excursion 34 Art - - 
Britain 2913815 Humburg Europe 0 Beach Winter 0 12 603 
Japan 417409 Zavolzhye SouthAmerica 1 Sport Climb 950869 - - 
Germany 4332463 Honkong Europe 0 Beach Autumn 19 30 557 
Japan 779930 Chelyabinsk SouthAmerica 0 Excursion 68 Nature - - 
Germany 8464966 Honkong Europe 0 Sport Surfing 339469 - - 
Britain 9021275 Moscow Antarctica 1 Sport Skiing 500617 - - 
Georgia 826983 Seul NorthAmerica 1 Beach Spring -27 8 170 
Britain 3069308 London Africa 1 Sport Climb 529177 - - 
Belarus 212340 London Oceania 1 Excursion 8 Nature - - 
Georgia 8875500 Sochi Europe 0 Beach Autumn 5 18 719 
Russia 5107737 Colorado NorthAmerica 1 Sport Climb 29688 - - 
Ukraine 4513268 London Antarctica 0 Excursion 87 History - - 
Japan 6845931 Sochi Africa 1 Excursion 79 Nature - - 
China 8731467 Honkong Oceania 1 Sport Skiing 972698 - - 
Japan 4195045 Minsk Asia 1 Excursion 3 History - - 
Britain 8072600 Colorado NorthAmerica 0 Sport Surfing 204721 - - 
Georgia 5056883 Honkong NorthAmerica 0 Beach Winter 14 0 529 
USA 7606247 Chelyabinsk Africa 1 Sport Surfing 775897 - - 
Japan 3359002 Colorado NorthAmerica 1 Sport Skiing 372572 - - 
Japan 262686 Honkong SouthAmerica 0 Beach Winter 21 21 548 
Georgia 9805862 Chelyabinsk Oceania 1 Sport Surfing 763495 - - 
Russia 4174419 Chelyabinsk Oceania 1 Beach Autumn 37 0 7 
Bulgary 7624881 Chelyabinsk Oceania 0 Sport Skiing 824944 - - 
Germany 1244214 Sochi Oceania 0 Excursion 63 Art - - 
USA 9776047 Seul Oceania 1 Excursion 8 History - - 
Georgia 156871 Belgorod NorthAmerica 0 Sport Climb 90696 - - 
Bulgary 8504458 London Antarctica 0 Excursion 21 Art - - 
Ukraine 9478704 Odessa Europe 0 Beach Winter -10 22 489 
Britain 7151519 Honkong NorthAmerica 0 Sport Surfing 56204 - - 
Bulgary 9564575 Colorado Europe 1 Beach Summer 9 29 478 
Bulgary 6309906 Chelyabinsk SouthAmerica 1 Excursion 45 Art - - 
Georgia 6738294 Odessa Asia 0 Beach Winter 9 17 75 
Ukraine 6856004 London Europe 1 Excursion 82 History - - 
Russia 5850023 Sochi Europe 1 Excursion 85 Nature - - 
Russia 6487712 Chelyabinsk SouthAmerica 0 Sport Climb 470734 - - 
Japan 2533905 Minsk Europe 0 Sport Skiing 793190 - - 
USA 4759995 Moscow Europe 0 Excursion 47 Art - - 
Japan 5961603 Zavolzhye Antarctica 0 Beach Spring -19 9 246 
Russia 6106141 Sochi Asia 1 Excursion 97 Nature - - 
China 6867940 Zavolzhye Asia 0 Excursion 15 Nature - - 
USA 4686909 London Africa 0 Beach Winter 7 2 83 
Georgia 3405776 Humburg NorthAmerica 1 Excursion 79 Nature - - 
Ukraine 6968034 Humburg NorthAmerica 1 Beach Summer 30 23 155 
USA 609689 Seul Oceania 1 Excursion 66 Nature - - 
Japan 6358239 Honkong Asia 0 Beach Spring 37 8 178 
Australia 106680 Humburg Europe 0 Excursion 42 Nature - - 
Belarus 6590770 Belgorod Oceania 0 Sport Surfing 557287 - - 
Germany 119647 Zavolzhye Antarctica 1 Excursion 8 Nature - - 
Bulgary 5752812 Minsk Europe 0 Sport Skiing 204938 - - 
Germany 9969342 Chelyabinsk SouthAmerica 0 Beach Summer 7 8 578 
Australia 3938017 Honkong Oceania 0 Beach Autumn -23 23 402 
China 3636450 Honkong Africa 1 Excursion 28 Nature - - 
USA 5862934 Minsk Africa 1 Sport Skiing 871328 - - 
Britain 7415251 Moscow Oceania 0 Sport Climb 579621 - - 
Britain 3896821 Humburg NorthAmerica 1 Sport Surfing 406269 - - 
Germany 6796779 Zavolzhye SouthAmerica 1 Sport Surfing 981348 - - 
Russia 8314634 Odessa Asia 1 Excursion 93 Nature - - 
Bulgary 2098857 Honkong NorthAmerica 1 Beach Winter 24 24 326 
Australia 9721597 Honkong Africa 1 Sport Climb 154125 - - 
Japan 716424 Seul NorthAmerica 1 Sport Surfing 591252 - - 
Germany 2632062 Zavolzhye Africa 0 Beach Autumn -27 30 485 
Russia 3715591 Sochi NorthAmerica 0 Excursion 31 Art - - 
Russia 2768200 Sochi Asia 1 Beach Winter 4 4 121 
USA 6776676 Zavolzhye SouthAmerica 0 Beach Autumn -5 29 410 
Germany 8059858 Seul Oceania 0 Sport Surfing 244847 - - 
Bulgary 5254775 Odessa Europe 1 Beach Autumn 13 27 687 
Belarus 5004746 Zavolzhye Asia 1 Excursion 37 Art - - 
Bulgary 3575274 Colorado NorthAmerica 0 Sport Surfing 751673 - - 
Georgia 1235883 Moscow NorthAmerica 0 Beach Summer -27 30 431 
Japan 960181 Sochi Europe 0 Excursion 99 Art - - 
Georgia 3442749 Seul Europe 1 Beach Summer -3 18 634 
Australia 9081837 London Africa 1 Excursion 81 History - - 
Russia 6142131 London Antarctica 1 Excursion 72 Art - - 
Belarus 3772457 Chelyabinsk SouthAmerica 0 Beach Spring 39 23 557 
Japan 5690618 Sochi SouthAmerica 0 Beach Winter -30 13 42 
Ukraine 1903001 Humburg Asia 1 Sport Climb 593972 - - 
Japan 4024286 Odessa SouthAmerica 0 Beach Autumn 36 0 422 
China 8128134 Odessa SouthAmerica 0 Sport Climb 839708 - - 
Russia 6207990 Odessa NorthAmerica 0 Sport Climb 169007 - - 
USA 2264208 Chelyabinsk Oceania 1 Sport Climb 64469 - - 
Japan 2300255 Honkong Europe 1 Excursion 76 History - - 
China 6140618 Honkong Oceania 0 Beach Autumn 17 1 343 
Bulgary 1454060 London Asia 0 Excursion 29 Art - - 
Belarus 2488438 London Oceania 1 Excursion 40 Nature - - 
Australia 626169 Zavolzhye Europe 0 Excursion 77 Art - - 
Australia 8483179 Minsk SouthAmerica 0 Sport Climb 712527 - - 
Georgia 8196147 London Antarctica 1 Beach Winter -1 13 386 
China 3222766 Seul Africa 1 Excursion 18 Nature - - 
Australia 2881346 Moscow NorthAmerica 1 Sport Skiing 513391 - - 
Britain 7497471 Humburg Europe 1 Sport Skiing 241682 - - 
Bulgary 120428 London Antarctica 1 Excursion 95 Art - - 
China 9428695 Humburg Europe 1 Beach Summer -3 7 354 
Ukraine 2601690 Zavolzhye NorthAmerica 0 Sport Skiing 155975 - - 
USA 6972772 Chelyabinsk Africa 0 Sport Surfing 127105 - - 
Belarus 137001 Moscow NorthAmerica 0 Sport Climb 415383 - - 
USA 7150652 Belgorod Antarctica 1 Excursion 5 Nature - - 
China 2160130 Zavolzhye Asia 1 Excursion 76 Art - - 
Russia 1296638 London SouthAmerica 1 Beach Winter 1 14 368 
Russia 4310648 Odessa Asia 1 Sport Skiing 68168 - - 
Belarus 1301474 Moscow Europe 1 Sport Skiing 616450 - - 
Russia 6598111 Odessa Oceania 1 Beach Autumn 16 3 18 
Australia 6013728 Minsk Africa 1 Sport Skiing 729748 - - 
Georgia 7833802 Odessa SouthAmerica 0 Beach Spring -25 0 194 
Georgia 7521816 Chelyabinsk Antarctica 0 Sport Skiing 312113 - - 
USA 572668 Minsk NorthAmerica 0 Excursion 97 History - - 
Belarus 2529589 Moscow Asia 1 Excursion 24 Nature - - 
Germany 7970287 Odessa Antarctica 1 Sport Skiing 766732 - - 
Russia 683668 Minsk Europe 0 Sport Climb 466379 - - 
China 2167480 Moscow Europe 0 Beach Summer 32 13 376 
Ukraine 573265 Chelyabinsk Africa 0 Excursion 8 Art - - 
Germany 8129520 Seul Oceania 1 Excursion 84 Nature - - 
Bulgary 9440347 Moscow Antarctica 1 Excursion 55 Art - - 
Germany 2371863 Moscow SouthAmerica 0 Sport Climb 580936 - - 
Australia 8122229 Sochi Europe 1 Sport Climb 101948 - - 
Australia 5048167 Seul Antarctica 0 Beach Autumn 20 3 299 
Russia 67383 Honkong Africa 0 Sport Skiing 907796 - - 
Belarus 8414779 Honkong NorthAmerica 1 Excursion 94 Art - - 
Japan 7713748 Seul Oceania 1 Excursion 24 Nature - - 
Australia 3564066 Minsk Oceania 0 Sport Skiing 308602 - - 
Japan 9012715 Humburg Antarctica 1 Excursion 4 Nature - - 
Russia 7156426 Minsk Antarctica 0 Excursion 0 History - - 
China 8139920 Humburg NorthAmerica 0 Excursion 69 Nature - - 
USA 6019405 Chelyabinsk Africa 0 Excursion 23 Nature - - 
Belarus 6020949 Belgorod Europe 0 Sport Climb 905036 - - 
Georgia 7720564 Zavolzhye Africa 1 Beach Spring -15 13 609 
Germany 8709879 Sochi Africa 0 Excursion 29 Art - - 
Germany 3336290 Zavolzhye Africa 1 Sport Climb 639708 - - 
Britain 5214645 Sochi Antarctica 1 Beach Autumn 20 24 198 
Australia 348278 Belgorod Oceania 1 Beach Autumn 11 26 407 
Bulgary 3062956 Seul Oceania 1 Beach Autumn -1 16 240 
Ukraine 406729 Sochi NorthAmerica 0 Beach Summer 36 16 262 
Australia 9748011 London Oceania 1 Sport Surfing 560450 - - 
Britain 9532444 Honkong Oceania 1 Excursion 33 History - - 
Bulgary 4501603 Belgorod NorthAmerica 1 Sport Surfing 764579 - - 
Ukraine 4698393 Zavolzhye Oceania 0 Beach Winter 8 18 517 
Japan 6686988 Honkong Europe 0 Excursion 68 Nature - - 
Japan 156809 Minsk NorthAmerica 1 Beach Spring 25 13 410 
Australia 9497656 Moscow SouthAmerica 0 Excursion 62 History - - 
Australia 5846793 Odessa Antarctica 1 Beach Autumn 5 26 317 
Japan 7170263 Colorado Antarctica 0 Excursion 71 Nature - - 
USA 99881 Colorado NorthAmerica 1 Sport Surfing 961637 - - 
Japan 7249700 Belgorod NorthAmerica 1 Sport Surfing 28275 - - 
Germany 9033732 Zavolzhye Europe 0 Beach Autumn -13 24 521 
Belarus 2063260 Honkong Asia 1 Sport Climb 416574 - - 
Russia 3615943 Seul SouthAmerica 1 Beach Autumn -10 4 89 
Germany 3786042 Odessa Asia 0 Beach Winter 8 22 494 
USA 2088929 Honkong Europe 0 Beach Autumn -18 13 553 
Belarus 1165179 Belgorod Asia 1 Sport Climb 573251 - - 
China 401535 Chelyabinsk Europe 0 Sport Climb 370480 - - 
China 4767398 Seul SouthAmerica 1 Sport Surfing 489527 - - 
Japan 8863353 Honkong NorthAmerica 0 Sport Climb 563732 - - 
Belarus 7512872 Belgorod NorthAmerica 1 Excursion 79 Art - - 
Britain 5202243 Moscow Asia 0 Sport Skiing 563156 - - 
Ukraine 4177689 Colorado Antarctica 1 Beach Autumn 24 6 700 
USA 850218 Sochi Oceania 0 Beach Winter -8 16 387 
Britain 5544686 London NorthAmerica 0 Beach Autumn -19 7 409 
Ukraine 6895354 Belgorod Africa 1 Excursion 2 Art - - 
Georgia 8022527 Chelyabinsk Europe 1 Beach Summer 37 2 578 
Ukraine 3779505 Moscow Antarctica 0 Excursion 69 History - - 
Georgia 1687034 Humburg NorthAmerica 1 Beach Autumn -21 19 690 
Britain 1942858 Colorado NorthAmerica 0 Sport Climb 908906 - - 
Russia 8430998 Zavolzhye Oceania 1 Excursion 24 Nature - - 
Bulgary 9733898 Honkong Asia 1 Excursion 69 Art - - 
Georgia 378925 Zavolzhye Asia 0 Beach Winter 26 3 124 
Australia 725752 Humburg SouthAmerica 0 Beach Spring -7 13 190 
Australia 4061827 Sochi NorthAmerica 0 Sport Skiing 290820 - - 
Bulgary 2538122 Sochi Africa 1 Beach Spring 2 19 335 
Bulgary 3826344 Belgorod Asia 0 Sport Surfing 986619 - - 
China 9100213 Belgorod SouthAmerica 0 Sport Climb 921992 - - 
Georgia 3515545 Honkong Antarctica 1 Excursion 52 Art - - 
China 187309 Honkong Asia 1 Excursion 35 Nature - - 
China 6172424 Zavolzhye SouthAmerica 0 Beach Spring 30 26 123 
Japan 1059297 London Europe 1 Sport Surfing 950016 - - 
Britain 9081833 Minsk SouthAmerica 0 Beach Winter -15 14 90 
Bulgary 6602138 Chelyabinsk Asia 1 Excursion 2 Nature - - 
Bulgary 1314932 Odessa Oceania 0 Sport Surfing 714149 - - 
Georgia 6381565 Belgorod Europe 1 Excursion 14 Art - - 
Belarus 1895411 Chelyabinsk Africa 1 Sport Climb 804030 - - 
Georgia 2217539 Honkong Asia 1 Excursion 0 History - - 
Australia 8269834 Odessa SouthAmerica 1 Beach Winter -8 28 588 
Britain 6318636 London NorthAmerica 1 Sport Climb 203682 - - 
Ukraine 3597263 London Antarctica 1 Excursion 73 History - - 
